"netzbetreiber","netzbetreiberStrasse","netzbetreiberPlz","netzbetreiberOrt","gemeindeNummer","gemeindeName","postleitzahl","kanton"
"BKW Energie AG","Viktoriaplatz","3013","Bern","6704","Châtillon (JU)","2843","JU"
"BKW Energie AG","Viktoriaplatz","3013","Bern","6708","Courrendlin","2800 - 2832","JU"
"BKW Energie AG","Viktoriaplatz","3013","Bern","6709","Courroux","2805 - 2830","JU"
"BKW Energie AG","Viktoriaplatz","3013","Bern","6710","Courtételle","2852 - 2853","JU"
"BKW Energie AG","Viktoriaplatz","3013","Bern","6713","Ederswiler","2813 - 2814","JU"
"BKW Energie AG","Viktoriaplatz","3013","Bern","6715","Mervelier","2827","JU"
"BKW Energie AG","Viktoriaplatz","3013","Bern","6716","Mettembert","2806","JU"
"BKW Energie AG","Viktoriaplatz","3013","Bern","6718","Movelier","2812 - 2813","JU"
"BKW Energie AG","Viktoriaplatz","3013","Bern","6719","Pleigne","2803 - 2814","JU"
"BKW Energie AG","Viktoriaplatz","3013","Bern","6721","Rossemaison","2842","JU"
"BKW Energie AG","Viktoriaplatz","3013","Bern","6722","Saulcy","2718 - 2873","JU"
"BKW Energie AG","Viktoriaplatz","3013","Bern","6724","Soyhières","2805","JU"
"BKW Energie AG","Viktoriaplatz","3013","Bern","6729","Haute-Sorne","2748 - 2864","JU"
"BKW Energie AG","Viktoriaplatz","3013","Bern","6730","Val Terbi","2824 - 2832","JU"
"BKW Energie AG","Viktoriaplatz","3013","Bern","6745","Les Enfers","2353 - 2363","JU"
"BKW Energie AG","Viktoriaplatz","3013","Bern","6748","Les Genevez (JU)","2714","JU"
"BKW Energie AG","Viktoriaplatz","3013","Bern","6750","Lajoux (JU)","2362 - 2718","JU"
"BKW Energie AG","Viktoriaplatz","3013","Bern","6751","Montfaucon","2362 - 2718","JU"
"BKW Energie AG","Viktoriaplatz","3013","Bern","6757","Saignelégier","2350 - 2354","JU"
"BKW Energie AG","Viktoriaplatz","3013","Bern","6758","Saint-Brais","2364 - 2886","JU"
"BKW Energie AG","Viktoriaplatz","3013","Bern","6759","Soubey","2887","JU"
"BKW Energie AG","Viktoriaplatz","3013","Bern","6771","Alle","2942","JU"
"BKW Energie AG","Viktoriaplatz","3013","Bern","6774","Boncourt","2926","JU"
"BKW Energie AG","Viktoriaplatz","3013","Bern","6778","Bure","2915","JU"
"BKW Energie AG","Viktoriaplatz","3013","Bern","6781","Coeuve","2932","JU"
"BKW Energie AG","Viktoriaplatz","3013","Bern","6782","Cornol","2952","JU"
"BKW Energie AG","Viktoriaplatz","3013","Bern","6783","Courchavon","2922","JU"
"BKW Energie AG","Viktoriaplatz","3013","Bern","6784","Courgenay","2950","JU"
"BKW Energie AG","Viktoriaplatz","3013","Bern","6785","Courtedoux","2900 - 2905","JU"
"BKW Energie AG","Viktoriaplatz","3013","Bern","6789","Fahy","2916","JU"
"BKW Energie AG","Viktoriaplatz","3013","Bern","6790","Fontenais","2900 - 2904","JU"
"BKW Energie AG","Viktoriaplatz","3013","Bern","6792","Grandfontaine","2908","JU"
"BKW Energie AG","Viktoriaplatz","3013","Bern","6800","Porrentruy","2900","JU"
"BKW Energie AG","Viktoriaplatz","3013","Bern","6806","Vendlincourt","2943","JU"
"BKW Energie AG","Viktoriaplatz","3013","Bern","6807","Basse-Allaine","2915 - 2925","JU"
"BKW Energie AG","Viktoriaplatz","3013","Bern","6808","Clos du Doubs","2882 - 2889","JU"
"BKW Energie AG","Viktoriaplatz","3013","Bern","6809","Haute-Ajoie","2906 - 2914","JU"
"BKW Energie AG","Viktoriaplatz","3013","Bern","6810","La Baroche","2807 - 2954","JU"
"BKW Energie AG","Viktoriaplatz","3013","Bern","6811","Damphreux-Lugnez","2933","JU"
"BKW Energie AG","Viktoriaplatz","3013","Bern","6812","Basse-Vendline","2935 - 2944","JU"
"Bereich Verwaltung, SH POWER","Mühlenstrasse","8200","Schaffhausen","2939","Schaffhausen","8200 - 8231","SH"
"Burgergemeinde Eischoll, Elektrizitätswerk","Gemeindehaus","3943","Eischoll","6194","Eischoll","3943","VS"
"CKW AG","Täschmattstrasse","6015","Luzern","1001","Doppleschwand","6110 - 6112","LU"
"CKW AG","Täschmattstrasse","6015","Luzern","1002","Entlebuch","6105 - 6170","LU"
"CKW AG","Täschmattstrasse","6015","Luzern","1004","Flühli","6170 - 6197","LU"
"CKW AG","Täschmattstrasse","6015","Luzern","1005","Hasle (LU)","6162 - 6170","LU"
"CKW AG","Täschmattstrasse","6015","Luzern","1007","Romoos","6110 - 6170","LU"
"CKW AG","Täschmattstrasse","6015","Luzern","1008","Schüpfheim","6170","LU"
"CKW AG","Täschmattstrasse","6015","Luzern","1009","Werthenstein","6105 - 6110","LU"
"CKW AG","Täschmattstrasse","6015","Luzern","1010","Escholzmatt-Marbach","3555 - 6197","LU"
"CKW AG","Täschmattstrasse","6015","Luzern","1021","Aesch (LU)","6287","LU"
"CKW AG","Täschmattstrasse","6015","Luzern","1023","Ballwil","6034 - 6275","LU"
"CKW AG","Täschmattstrasse","6015","Luzern","1024","Emmen","6020 - 6206","LU"
"CKW AG","Täschmattstrasse","6015","Luzern","1025","Ermensee","6294","LU"
"CKW AG","Täschmattstrasse","6015","Luzern","1026","Eschenbach (LU)","6026 - 6274","LU"
"CKW AG","Täschmattstrasse","6015","Luzern","1030","Hitzkirch","6284 - 6295","LU"
"CKW AG","Täschmattstrasse","6015","Luzern","1032","Hohenrain","6275 - 6283","LU"
"CKW AG","Täschmattstrasse","6015","Luzern","1033","Inwil","6034 - 6038","LU"
"CKW AG","Täschmattstrasse","6015","Luzern","1037","Rain","6026","LU"
"CKW AG","Täschmattstrasse","6015","Luzern","1039","Römerswil","6026 - 6283","LU"
"CKW AG","Täschmattstrasse","6015","Luzern","1040","Rothenburg","6023 - 6206","LU"
"CKW AG","Täschmattstrasse","6015","Luzern","1041","Schongau","6287 - 6288","LU"
"CKW AG","Täschmattstrasse","6015","Luzern","1051","Adligenswil","6030 - 6043","LU"
"CKW AG","Täschmattstrasse","6015","Luzern","1052","Buchrain","6030 - 6035","LU"
"CKW AG","Täschmattstrasse","6015","Luzern","1053","Dierikon","6036 - 6037","LU"
"CKW AG","Täschmattstrasse","6015","Luzern","1054","Ebikon","6004 - 6032","LU"
"CKW AG","Täschmattstrasse","6015","Luzern","1055","Gisikon","6038","LU"
"CKW AG","Täschmattstrasse","6015","Luzern","1058","Horw","6005 - 6052","LU"
"CKW AG","Täschmattstrasse","6015","Luzern","1059","Kriens","6005 - 6048","LU"
"CKW AG","Täschmattstrasse","6015","Luzern","1061","Luzern","6003 - 6365","LU"
"CKW AG","Täschmattstrasse","6015","Luzern","1063","Meggen","6006 - 6045","LU"
"CKW AG","Täschmattstrasse","6015","Luzern","1064","Meierskappel","6344","LU"
"CKW AG","Täschmattstrasse","6015","Luzern","1065","Root","6035 - 6044","LU"
"CKW AG","Täschmattstrasse","6015","Luzern","1067","Udligenswil","6044","LU"
"CKW AG","Täschmattstrasse","6015","Luzern","1081","Beromünster","6025 - 6222","LU"
"CKW AG","Täschmattstrasse","6015","Luzern","1082","Büron","6233","LU"
"CKW AG","Täschmattstrasse","6015","Luzern","1083","Buttisholz","6018 - 6022","LU"
"CKW AG","Täschmattstrasse","6015","Luzern","1084","Eich","6205 - 6214","LU"
"CKW AG","Täschmattstrasse","6015","Luzern","1085","Geuensee","6232","LU"
"CKW AG","Täschmattstrasse","6015","Luzern","1086","Grosswangen","6022","LU"
