"netzbetreiber","netzbetreiberStrasse","netzbetreiberPlz","netzbetreiberOrt","gemeindeNummer","gemeindeName","postleitzahl","kanton"
"EnBAG Netze AG","Industriestrasse","3900","Gamsen","6002","Brig-Glis","3900 - 3902","VS"
"EnBAG Netze AG","Industriestrasse","3900","Gamsen","6007","Naters","3900 - 3914","VS"
"EnBAG Netze AG","Industriestrasse","3900","Gamsen","6008","Ried-Brig","3900 - 3911","VS"
"EnBAG Netze AG","Industriestrasse","3900","Gamsen","6010","Termen","3900 - 3982","VS"
"EnBAG Netze AG","Industriestrasse","3900","Gamsen","6052","Bellwald","3997","VS"
"EnBAG Netze AG","Industriestrasse","3900","Gamsen","6077","Goms","3985 - 3998","VS"
"EnBAG Netze AG","Industriestrasse","3900","Gamsen","6172","Bister","3983","VS"
"EnBAG Netze AG","Industriestrasse","3900","Gamsen","6173","Bitsch","3914 - 3982","VS"
"EnBAG Netze AG","Industriestrasse","3900","Gamsen","6177","Grengiols","3993 - 3996","VS"
"EnBAG Netze AG","Industriestrasse","3900","Gamsen","6181","Riederalp","3982 - 3991","VS"
"EnBAG Netze AG","Industriestrasse","3900","Gamsen","6203","Mörel-Filet","3983","VS"
"EnBAG Netze AG","Industriestrasse","3900","Gamsen","6205","Bettmeralp","3983 - 3994","VS"
"EnerCom Kirchberg AG","Beundenweg","3422","Kirchberg BE","412","Kirchberg (BE)","3400 - 3422","BE"
"Energia Samedan","Promulins","7503","Samedan","3786","Samedan","7503 - 7513","GR"
"Energie AG Sumiswald","Eystrasse","3455","Grünen","957","Sumiswald","3416 - 4954","BE"
"Energie Belp AG","Rubigenstrasse","3123","Belp","861","Belp","3086 - 3125","BE"
"Energie Freiamt AG","Seetalstrasse","5630","Muri AG","4230","Buttwil","5632","AG"
"Energie Freiamt AG","Seetalstrasse","5630","Muri AG","4231","Dietwil","6034 - 6042","AG"
"Energie Freiamt AG","Seetalstrasse","5630","Muri AG","4236","Muri (AG)","5630","AG"
"Energie Gossau AG","Berghofstrasse","8625","Gossau ZH","115","Gossau (ZH)","8614 - 8627","ZH"
"Energie Grosshöchstetten AG","Kramgasse","3506","Grosshöchstetten","608","Grosshöchstetten","3082 - 3506","BE"
"Energie Grüningen AG","Stedtligass","8627","Grüningen","116","Grüningen","8627","ZH"
"Energie Hunzenschwil AG (ENH)","Hauptstrasse","5502","Hunzenschwil","4200","Hunzenschwil","5502","AG"
"Energie Kestenholz","Neue Strasse","4703","Kestenholz","2403","Kestenholz","4703","SO"
"Energie Kreuzlingen, Stadt Kreuzlingen","Nationalstrasse","8280","Kreuzlingen","4671","Kreuzlingen","8280 - 8598","TG"
"Energie Münchenbuchsee AG","Löwenstrasse","3053","Münchenbuchsee","546","Münchenbuchsee","3052 - 3053","BE"
"Energie Oberes Fricktal AG","Landstrasse","5073","Gipf-Oberfrick","4165","Gipf-Oberfrick","5063 - 5073","AG"
"Energie Oberes Fricktal AG","Landstrasse","5073","Gipf-Oberfrick","4173","Oberhof","5062","AG"
"Energie Oberes Fricktal AG","Landstrasse","5073","Gipf-Oberfrick","4181","Wittnau","5064","AG"
"Energie Oberes Fricktal AG","Landstrasse","5073","Gipf-Oberfrick","4182","Wölflinswil","5026 - 5063","AG"
"Energie Oberhofen AG","Schoren","3653","Oberhofen am Thunersee","934","Oberhofen am Thunersee","3652 - 3654","BE"
"Energie Opfikon AG","Schaffhauserstrasse ","8152","Opfikon","66","Opfikon","8052 - 8152","ZH"
"Energie Seeland AG","Beundengasse","3250","Lyss","303","Grossaffoltern","3257 - 3262","BE"
"Energie Seeland AG","Beundengasse","3250","Lyss","306","Lyss","2557 - 3292","BE"
"Energie Service Biel/Bienne (ESB)","Gottstattstrasse","2504","Biel/Bienne","371","Biel/Bienne","2502 - 2532","BE"
"Energie Thun AG","Industriestrasse","3600","Thun","942","Thun","3600 - 3645","BE"
"Energie Versorgung Riggisberg (EVR) AG","Vordere Gasse","3132","Riggisberg","879","Riggisberg","3099 - 3664","BE"
"Energie Wasser Bern","Monbijoustrasse","3001","Bern","351","Bern","3004 - 3172","BE"
"Energie Wettingen AG","Fohrhölzlistrasse","5430","Wettingen","4045","Wettingen","5430","AG"
"Energie und Wasser, Gemeindewerke Stäfa","Seestrasse","8712","Stäfa","158","Stäfa","8634 - 8713","ZH"
"Energie- und Wasserversorgung Oberburg","Schwandgasse","3414","Oberburg","418","Oberburg","3414 - 3421","BE"
"Energiegenossenschaft Diemtigtal","Wasser","3756","Zwischenflüh","762","Diemtigen","3753 - 3757","BE"
"Energieversorgung Blumenstein AG (EVB)","Stockentalstrasse","3638","Blumenstein","922","Blumenstein","3638","BE"
"Energieversorgung Büren AG","Kreuzgasse","3294","Büren an der Aare","383","Büren an der Aare","3294","BE"
"Eniwa AG","Industriestrasse","5033","Buchs AG","2503","Erlinsbach (SO)","5015 - 5017","SO"
"Eniwa AG","Industriestrasse","5033","Buchs AG","2574","Eppenberg-Wöschnau","5012","SO"
"Eniwa AG","Industriestrasse","5033","Buchs AG","4001","Aarau","5000 - 5032","AG"
"Eniwa AG","Industriestrasse","5033","Buchs AG","4002","Biberstein","5023","AG"
"Eniwa AG","Industriestrasse","5033","Buchs AG","4003","Buchs (AG)","5033","AG"
"Eniwa AG","Industriestrasse","5033","Buchs AG","4004","Densbüren","5025 - 5026","AG"
"Eniwa AG","Industriestrasse","5033","Buchs AG","4005","Erlinsbach (AG)","5017 - 5018","AG"
"Eniwa AG","Industriestrasse","5033","Buchs AG","4007","Hirschthal","5042","AG"
"Eniwa AG","Industriestrasse","5033","Buchs AG","4008","Küttigen","5022 - 5024","AG"
"Eniwa AG","Industriestrasse","5033","Buchs AG","4013","Unterentfelden","5035","AG"
"Eniwa AG","Industriestrasse","5033","Buchs AG","4136","Holziken","5043","AG"
"Eniwa AG","Industriestrasse","5033","Buchs AG","4273","Bottenwil","4813 - 4814","AG"
"Eniwa AG","Industriestrasse","5033","Buchs AG","4275","Kirchleerau","5054","AG"
"Eniwa AG","Industriestrasse","5033","Buchs AG","4277","Moosleerau","5054","AG"
"Eniwa AG","Industriestrasse","5033","Buchs AG","4281","Reitnau","5056 - 5057","AG"
"Eniwa AG","Industriestrasse","5033","Buchs AG","4284","Staffelbach","5053","AG"
"Eniwa AG","Industriestrasse","5033","Buchs AG","4288","Wiliberg","5058","AG"
"Feuerschaugemeinde Appenzell, Energie- und Wasserversorgung","Blattenheimatstrasse","9050","Appenzell","3101","Appenzell","9050 - 9056","AI"
"Feuerschaugemeinde Appenzell, Energie- und Wasserversorgung","Blattenheimatstrasse","9050","Appenzell","3102","Gonten","9050 - 9108","AI"
"Feuerschaugemeinde Appenzell, Energie- und Wasserversorgung","Blattenheimatstrasse","9050","Appenzell","3104","Schlatt-Haslen","9050 - 9108","AI"
"Feuerschaugemeinde Appenzell, Energie- und Wasserversorgung","Blattenheimatstrasse","9050","Appenzell","3112","Schwende-Rüte","9050 - 9467","AI"
"Flims Trin Energie AG","Via Davos Sulten","7017","Flims Dorf","3732","Flims","7017 - 7019","GR"
"Flims Trin Energie AG","Via Davos Sulten","7017","Flims Dorf","3734","Trin","7014 - 7016","GR"
"Forces Motrices de l'Avançon SA","Avenue de la Gare","1880","Bex","5402","Bex","1880 - 1882","VD"
"Forces Motrices de l'Avançon SA","Avenue de la Gare","1880","Bex","5405","Gryon","1880 - 1882","VD"
"Forces Motrices de l'Avançon SA","Avenue de la Gare","1880","Bex","5406","Lavey-Morcles","1892","VD"
"Forces Motrices de l'Avançon SA","Avenue de la Gare","1880","Bex","5409","Ollon","1860 - 1885","VD"
"GEBNET AG","Hauptstrasse ","4583","Aetigkofen","394","Wengi","3251 - 3257","BE"
"GEBNET AG","Hauptstrasse ","4583","Aetigkofen","2445","Biezwil","4585","SO"
"GEBNET AG","Hauptstrasse ","4583","Aetigkofen","2465","Buchegg","4576 - 4588","SO"
"Gemeinde Albula/Alvra","Veia Baselgia","7450","Tiefencastel","3542","Albula/Alvra","7084 - 7492","GR"
"Gemeinde Amlikon-Bissegg, Stromversorgung","Flugplatzstrasse","8514","Amlikon-Bissegg","4881","Amlikon-Bissegg","8514 - 8554","TG"
"Gemeinde Andeer, Elektrizitätswesen","Veia da Scola","7440","Andeer","3681","Avers","7447 - 7448","GR"
"Gemeinde Andeer, Elektrizitätswesen","Veia da Scola","7440","Andeer","3701","Andeer","7440 - 7443","GR"
"Gemeinde Andeer, Elektrizitätswesen","Veia da Scola","7440","Andeer","3711","Rongellen","7430","GR"
"Gemeinde Andeer, Elektrizitätswesen","Veia da Scola","7440","Andeer","3712","Zillis-Reischen","7432","GR"
"Gemeinde Andeer, Elektrizitätswesen","Veia da Scola","7440","Andeer","3713","Ferrera","7444 - 7445","GR"
"Gemeinde Andeer, Elektrizitätswesen","Veia da Scola","7440","Andeer","3715","Muntogna da Schons","7433","GR"
"Gemeinde Andelfingen, Stromversorgung","Thurtalstrasse","8450","Andelfingen","291","Andelfingen","8450 - 8457","ZH"
"Gemeinde Balgach, Elektrizitätsversorgung","Turnhallestrasse","9436","Balgach","3232","Balgach","9435 - 9445","SG"
"Gemeinde Bargen BE, Elektrizitätsversorgung",,"3282","Bargen BE","302","Bargen (BE)","3282 - 3283","BE"
"Gemeinde Bellikon","Dorfstrasse ","5454","Bellikon","4022","Bellikon","5454 - 8967","AG"
"Gemeinde Berikon, Elektrizitätsversorgung","Bahnhofstrasse","8965","Berikon","4062","Berikon","8964 - 8965","AG"
"Gemeinde Besenbüren, Elektrizitätsversorgung","Kantonsstrasse ","5627","Besenbüren","4226","Besenbüren","5627","AG"
"Gemeinde Brienzwiler, Elekrizität","Dorfstrasse ","3856","Brienzwiler","574","Brienzwiler","3856 - 3860","BE"
"Gemeinde Büttikon, Abt. Elektrizitätsversorgung","Bollstrasse","5619","Büttikon AG","4064","Büttikon","5619","AG"
"Gemeinde Diessenhofen, Elektrizitätsversorgung","Hintergasse ","8253","Diessenhofen","4545","Diessenhofen","8252 - 8253","TG"
"Gemeinde Eggenwil, Elektrizitätsversorgung","Kustergasse","5445","Eggenwil","4066","Eggenwil","5445","AG"
"Gemeinde Eichberg, Elektra","Härdlistrasse","9453","Eichberg","3252","Eichberg","9452 - 9453","SG"
"Gemeinde Eriswil, Elektrizitätsversorgung","Ahornstrasse","4952","Eriswil","953","Eriswil","4950 - 4952","BE"
"Gemeinde Erlen, Elektrizitätsversorgung","Aachstrasse","8586","Erlen","4476","Erlen","8586 - 9216","TG"
"Gemeinde Eschlikon, Elektrizitätswerk","Wiesenstrasse","8360","Eschlikon TG","4724","Eschlikon","8360 - 8370","TG"
"Gemeinde Fehraltorf, Elektrizität","Kempttalstrasse ","8320","Fehraltorf","172","Fehraltorf","8308 - 8320","ZH"
"Gemeinde Galgenen, Elektrizitätsversorgung","Tischmacherhof ","8854","Galgenen","1342","Galgenen","8853 - 8854","SZ"
"Gemeinde Gondo-Zwischenberg, Stromversorgung",,"3907","Gondo","6011","Zwischbergen","3907","VS"
"Gemeinde Grub, Elektra","Dorf","9035","Grub AR","3031","Grub (AR)","9035 - 9038","AR"
"Gemeinde Güttingen, Elektrizitätswerk","Bahnhofstrasse ","8594","Güttingen","4656","Güttingen","8594","TG"
"Gemeinde Herrliberg, Elektrizitätsversorgung","Forchstrasse ","8704","Herrliberg","152","Herrliberg","8703 - 8704","ZH"
"Gemeinde Kaisten, Elektrizitätsversorgung","Poststrasse ","5082","Kaisten","4169","Kaisten","5080 - 5083","AG"
"Gemeinde Killwangen, Elektrizitätsversorgung","Schürweg","8956","Killwangen","4030","Killwangen","8956","AG"
"Gemeinde Lantsch/Lenz, Elektrizitätsversorgung",,"7083","Lantsch/Lenz","3513","Lantsch/Lenz","7083","GR"
"Gemeinde Mellingen, Elektrizitätsversorgung","Grosse Kirchgasse","5507","Mellingen","4033","Mellingen","5507","AG"
"Gemeinde Murgenthal, Elektrizitätsversorgung","Hauptstrasse","4853","Murgenthal","4279","Murgenthal","4853 - 4915","AG"
"Gemeinde Männedorf, Energieversorung","Saurenbachstrasse ","8708","Männedorf","155","Männedorf","8618 - 8708","ZH"
"Gemeinde Oberbüren, Elektra / Stromversorgung","Unterdorf","9245","Oberbüren","3424","Oberbüren","9203 - 9245","SG"
"Gemeinde Oberentfelden, Elektrizitätsversorgung","Dorfstrasse","5036","Oberentfelden","4010","Oberentfelden","5036","AG"
"Gemeinde Oberwil bei Büren, Energieversorgung","Hofacher ","3298","Oberwil b.Büren","391","Oberwil bei Büren","3298","BE"
"Gemeinde Oberwil-Lieli, Elektrizitätsversorgung","Dorfstrasse","8966","Oberwil-Lieli","4074","Oberwil-Lieli","8966","AG"
"Gemeinde Rheinwald Elektrizitätsversorgung","Oberdorf","7435","Splügen","3714","Rheinwald","7435 - 7438","GR"
"Gemeinde Rupperswil, Elektrizitätsversorgung","Poststrasse","5102","Rupperswil","4206","Rupperswil","5102 - 5103","AG"
"Gemeinde S-chanf Energia S-chanf","Via Maistra","7525","S-chanf","3788","S-chanf","7525 - 7526","GR"
"Gemeinde Saas Almagell, Stromversorgung","Dorfplatz ","3905","Saas Almagell","6288","Saas-Almagell","3905","VS"
"Gemeinde Saas-Fee, Elektrizitätsversorgung","Dorfplatz","3906","Saas-Fee","6290","Saas-Fee","3906 - 3910","VS"
"Gemeinde Safiental, Stromversorgung","Talstrasse","7107","Safien Platz","3672","Safiental","7104 - 7402","GR"
"Gemeinde Salenstein, Stromversorgung","Eugensbergstrasse ","8268","Salenstein","4851","Salenstein","8268 - 8269","TG"
"Gemeinde Scharans, Elektrizitätswerk","Dorfplatz ","7412","Scharans","3638","Scharans","7412","GR"
"Gemeinde Schmitten, Stromversorgung","Landwasserstrasse","7493","Schmitten (Albula)","3514","Schmitten (GR)","7493","GR"
"Gemeinde Schöftland, Elektrizitätsversorgung","Bahnhofstrasse ","5040","Schöftland","4144","Schöftland","5040","AG"
"Gemeinde Schübelbach, Elektroversorgung","Grünhaldenstrasse","8862","Schübelbach","1346","Schübelbach","8854 - 8863","SZ"
"Gemeinde Sevelen","Chirchgass ","9475","Sevelen","3275","Sevelen","9470 - 9476","SG"
"Gemeinde Sils im Domleschg, Elektrizitätswerk",,"7411","Sils im Domleschg","3640","Sils im Domleschg","7411","GR"
"Gemeinde Simplon Dorf, Elektrizitätsversorgung","Bannholz","3907","Simplon-Dorf","6009","Simplon","3907","VS"
"Gemeinde Spreitenbach, Elektrizitätsversorgung","Zentrumsstrasse ","8957","Spreitenbach","4040","Spreitenbach","8953 - 8957","AG"
"Gemeinde Stalden, Elektrizitätsversorgung","Gemeindekanzlei","3922","Stalden","6293","Stalden (VS)","3922 - 3923","VS"
"Gemeinde Staufen, Elektrizitätswerk","Zopfgasse ","5603","Staufen","4210","Staufen","5603","AG"
"Gemeinde Sufers, Stromverkauf",,"7434","Sufers","3695","Sufers","7434","GR"
"Gemeinde Sulgen, Elektrizitätsversorgung","Kradolfstrasse ","8583","Sulgen","4506","Sulgen","8583 - 9214","TG"
"Gemeinde Surses, Elektrizitätsversorgung","Sumvei","7453","Tinizong","3543","Surses","7452 - 7464","GR"
"Gemeinde Teufenthal, Elektrizitätsversorgung","Kirchweg ","5723","Teufenthal","4145","Teufenthal (AG)","5723 - 5724","AG"
"Gemeinde Thalheim, Elektrizitätsversorgung","Gässli","5112","Thalheim AG","4117","Thalheim (AG)","5112","AG"
"Gemeinde Thusis, Energieversorgung","Rathaus","7430","Thusis","3668","Thusis","7430 - 7431","GR"
"Gemeinde Tuggen, Elektrizitätswerk","Zürcherstrasse","8856","Tuggen","1347","Tuggen","8730 - 8856","SZ"
"Gemeinde Täsch, Elektrizitätsversorgung",,"3929","Täsch","6295","Täsch","3929","VS"
"Gemeinde Törbel, Elektrizitätsversorgung","Wegsol","3923","Törbel","6296","Törbel","3922 - 3923","VS"
"Gemeinde Unterbäch VS, Elektrizitätswerk",,"3944","Unterbäch VS","6201","Unterbäch","3942 - 3944","VS"
"Gemeinde Untervaz, Elektroversorgung","Ulmgasse","7204","Untervaz","3946","Untervaz","7204","GR"
"Gemeinde Vorderthal, Elektrizitätswerkversorgung","Postgasse ","8857","Vorderthal","1348","Vorderthal","8857","SZ"
"Gemeinde Wagenhausen, Elektrizitätsversorgung","Talacker","8259","Kaltenbach","4871","Wagenhausen","8259","TG"
"Gemeinde Wangen SZ, Elektrizitätswerk","Zürcherstrasse","8855","Wangen SZ","1349","Wangen (SZ)","8853 - 8855","SZ"
"Gemeinde Warth-Weiningen, Elektrizitätsversorgung","Schulstrasse","8532","Weiningen TG","4621","Warth-Weiningen","8532 - 8536","TG"
"Gemeinde Wuppenau, Elektrizitätsversorgung","Dorfstrasse","9514","Wuppenau","4791","Wuppenau","9514 - 9515","TG"
"Gemeinde Zernez","Urtatsch","7530","Zernez","3746","Zernez","7527 - 7543","GR"
"Gemeindebetriebe Lotzwil, Elektrizitätsversorgung","Bahnhofstrasse","4932","Lotzwil","331","Lotzwil","3368 - 4932","BE"
"Gemeindewerk Beckenried","Oeliweg","6375","Beckenried","1501","Beckenried","6375 - 6376","NW"
"Gemeindewerke Arth Elektrizitäts- und Wasserwerk","Gotthardstrasse","6415","Arth","1362","Arth","6318 - 6416","SZ"
"Gemeindewerke Erstfeld","Gotthardstrasse","6472","Erstfeld","1206","Erstfeld","6472","UR"
"Gemeindewerke Pfäffikon ZH","Schanzweg","8330","Pfäffikon ZH","177","Pfäffikon","8330 - 8623","ZH"
"Gemeindewerke Rüti (ZH)","Werkstrasse","8630","Rüti ZH","113","Dürnten","8340 - 8636","ZH"
"Gemeindewerke Rüti (ZH)","Werkstrasse","8630","Rüti ZH","118","Rüti (ZH)","8630 - 8636","ZH"
"Gemeindewerke Villmergen","Bachstrasse","5612","Villmergen","4065","Dottikon","5604 - 5605","AG"
"Gemeindewerke Villmergen","Bachstrasse","5612","Villmergen","4080","Villmergen","5605 - 5613","AG"
"Genedis SA","Grand Rue ","1904","Vernayaz","6021","Ardon","1957","VS"
"Genedis SA","Grand Rue ","1904","Vernayaz","6022","Chamoson","1908 - 1955","VS"
"Genedis SA","Grand Rue ","1904","Vernayaz","6024","Nendaz","1993 - 1997","VS"
"Genedis SA","Grand Rue ","1904","Vernayaz","6134","Isérables","1914 - 1997","VS"
"Genedis SA","Grand Rue ","1904","Vernayaz","6135","Leytron","1911 - 1912","VS"
"Genedis SA","Grand Rue ","1904","Vernayaz","6139","Riddes","1908 - 1918","VS"
"Genedis SA","Grand Rue ","1904","Vernayaz","6140","Saillon","1911 - 1913","VS"
"Genedis SA","Grand Rue ","1904","Vernayaz","6141","Saxon","1907","VS"
"Genedis SA","Grand Rue ","1904","Vernayaz","6142","Trient","1929","VS"
"Genedis SA","Grand Rue ","1904","Vernayaz","6212","Dorénaz","1905","VS"
"Genedis SA","Grand Rue ","1904","Vernayaz","6213","Evionnaz","1902","VS"
"Genedis SA","Grand Rue ","1904","Vernayaz","6214","Finhaut","1925","VS"
"Genedis SA","Grand Rue ","1904","Vernayaz","6215","Massongex","1869 - 1891","VS"
"Genedis SA","Grand Rue ","1904","Vernayaz","6217","Saint-Maurice","1890 - 1902","VS"
"Genedis SA","Grand Rue ","1904","Vernayaz","6218","Salvan","1920 - 1923","VS"
"Genedis SA","Grand Rue ","1904","Vernayaz","6219","Vernayaz","1904 - 1920","VS"
"Genedis SA","Grand Rue ","1904","Vernayaz","6220","Vérossaz","1891","VS"
"Genossenschaft ""Elektra"" Buchen-Teuffenthal (EBT)","Keistli","3623","Teuffenthal b. Thun","932","Horrenbach-Buchen","3619 - 3623","BE"
"Genossenschaft ""Elektra"" Buchen-Teuffenthal (EBT)","Keistli","3623","Teuffenthal b. Thun","940","Teuffenthal (BE)","3623","BE"
"Genossenschaft ELEKTRA Fislisbach","Schulstrasse","5442","Fislisbach","4027","Fislisbach","5405 - 5442","AG"
"Genossenschaft ELEKTRA OEKINGEN HALTEN","Postfach ","4566","Oekingen","2520","Halten","4566","SO"
"Genossenschaft ELEKTRA OEKINGEN HALTEN","Postfach ","4566","Oekingen","2529","Oekingen","4566","SO"
"Genossenschaft ELEKTRA Oberrohrdorf","Bergstrasse","5452","Oberrohrdorf","4037","Oberrohrdorf","5452","AG"
"Genossenschaft EW Münchwilen (EWM)","Im Zentrum","9542","Münchwilen TG","4746","Münchwilen (TG)","8360 - 9543","TG"
"Genossenschaft EW Romanshorn","Bankstrasse","8590","Romanshorn","4436","Romanshorn","8590","TG"
"Genossenschaft EW Romanshorn","Bankstrasse","8590","Romanshorn","4441","Salmsach","8580 - 9322","TG"
"Genossenschaft EW Romanshorn","Bankstrasse","8590","Romanshorn","4451","Uttwil","8590 - 8592","TG"
"Genossenschaft Elektra Augst","Hochbordweg ","4302","Augst","2822","Augst","4133 - 4303","BL"
"Genossenschaft Elektra Egnach","Seewiesenstrasse","9322","Egnach","4411","Egnach","9314 - 9322","TG"
"Genossenschaft Elektra Ehrendingen","Freienwilerstrasse","5420","Ehrendingen","4028","Freienwil","5423","AG"
"Genossenschaft Elektra Ehrendingen","Freienwilerstrasse","5420","Ehrendingen","4049","Ehrendingen","5420","AG"
"Genossenschaft Elektra Hatswil",,"8580","Hefenhofen","4416","Hefenhofen","8580","TG"
"Genossenschaft Elektra Itingen","Dorfstrasse","4452","Itingen","2849","Itingen","4450 - 4452","BL"
"Genossenschaft Elektra Koppigen-Willadingen","St. Niklausstrasse","3425","Koppigen","413","Koppigen","3425","BE"
"Genossenschaft Elektra Koppigen-Willadingen","St. Niklausstrasse","3425","Koppigen","423","Willadingen","3425","BE"
"Genossenschaft Elektra Neukirch-Egnach","Zellholz","9315","Neukirch (Egnach)","4411","Egnach","9314 - 9322","TG"
"Genossenschaft Elektra Rapperswil","Hauptstrasse","3255","Rapperswil BE","310","Rapperswil (BE)","3053 - 3256","BE"
"Genossenschaft Elektra Roggwil-Freidorf","Rinderweidstrasse ","9325","Roggwil","4431","Roggwil (TG)","9306 - 9325","TG"
"Genossenschaft Elektra Sissach","Laimackerweg","4450","Sissach","2861","Sissach","4450","BL"
"Genossenschaft Elektra Thal","Kleinfeldstrasse","4713","Matzendorf","2421","Aedermannsdorf","2747 - 4719","SO"
"Genossenschaft Elektra Thal","Kleinfeldstrasse","4713","Matzendorf","2424","Herbetswil","4715 - 4716","SO"
"Genossenschaft Elektra Thal","Kleinfeldstrasse","4713","Matzendorf","2426","Laupersdorf","4712 - 4717","SO"
"Genossenschaft Elektra Thal","Kleinfeldstrasse","4713","Matzendorf","2427","Matzendorf","4713 - 4717","SO"
"Genossenschaft Elektra Vogelsang","Vogelsang","8374","Dussnang","4726","Fischingen","8372 - 8499","TG"
"Genossenschaft Elektra Äusseres Wasseramt EAW","Bünackerweg","4554","Etziken","2511","Aeschi (SO)","3365 - 4556","SO"
"Genossenschaft Elektra Äusseres Wasseramt EAW","Bünackerweg","4554","Etziken","2518","Etziken","4554","SO"
"Genossenschaft Elektra Äusseres Wasseramt EAW","Bünackerweg","4554","Etziken","2523","Horriwil","4557","SO"
"Genossenschaft Elektra Äusseres Wasseramt EAW","Bünackerweg","4554","Etziken","2524","Hüniken","4554","SO"
"Genossenschaft Elektra, Jegenstorf","Bernstrasse","3303","Jegenstorf","310","Rapperswil (BE)","3053 - 3256","BE"
"Genossenschaft Elektra, Jegenstorf","Bernstrasse","3303","Jegenstorf","401","Aefligen","3426","BE"
"Genossenschaft Elektra, Jegenstorf","Bernstrasse","3303","Jegenstorf","403","Bäriswil","3323","BE"
"Genossenschaft Elektra, Jegenstorf","Bernstrasse","3303","Jegenstorf","409","Hindelbank","3324 - 3421","BE"
"Genossenschaft Elektra, Jegenstorf","Bernstrasse","3303","Jegenstorf","411","Kernenried","3309","BE"
"Genossenschaft Elektra, Jegenstorf","Bernstrasse","3303","Jegenstorf","414","Krauchthal","3325 - 3326","BE"
"Genossenschaft Elektra, Jegenstorf","Bernstrasse","3303","Jegenstorf","415","Lyssach","3324 - 3421","BE"
"Genossenschaft Elektra, Jegenstorf","Bernstrasse","3303","Jegenstorf","420","Rüdtligen-Alchenflüh","3422","BE"
"Genossenschaft Elektra, Jegenstorf","Bernstrasse","3303","Jegenstorf","533","Bätterkinden","3314 - 4573","BE"
"Genossenschaft Elektra, Jegenstorf","Bernstrasse","3303","Jegenstorf","535","Deisswil b. Münchenbuch.","3053","BE"
"Genossenschaft Elektra, Jegenstorf","Bernstrasse","3303","Jegenstorf","538","Fraubrunnen","3306 - 3317","BE"
"Genossenschaft Elektra, Jegenstorf","Bernstrasse","3303","Jegenstorf","540","Jegenstorf","3303 - 3305","BE"
"Genossenschaft Elektra, Jegenstorf","Bernstrasse","3303","Jegenstorf","541","Iffwil","3305","BE"
"Genossenschaft Elektra, Jegenstorf","Bernstrasse","3303","Jegenstorf","543","Mattstetten","3322","BE"
"Genossenschaft Elektra, Jegenstorf","Bernstrasse","3303","Jegenstorf","544","Moosseedorf","3053 - 3322","BE"
"Genossenschaft Elektra, Jegenstorf","Bernstrasse","3303","Jegenstorf","551","Urtenen-Schönbühl","3322","BE"
"Genossenschaft Elektra, Jegenstorf","Bernstrasse","3303","Jegenstorf","553","Wiggiswil","3053","BE"
"Genossenschaft Elektra, Jegenstorf","Bernstrasse","3303","Jegenstorf","557","Zuzwil (BE)","3303","BE"
"Genossenschaft Elektra, Jegenstorf","Bernstrasse","3303","Jegenstorf","2457","Messen","3254 - 4588","SO"
"Genossenschaft Elektra, Jegenstorf","Bernstrasse","3303","Jegenstorf","2463","Unterramsern","4588","SO"
"Genossenschaft Elektra, Jegenstorf","Bernstrasse","3303","Jegenstorf","2465","Buchegg","4576 - 4588","SO"
"Genossenschaft Elektra, Jegenstorf","Bernstrasse","3303","Jegenstorf","2526","Lohn-Ammannsegg","4573","SO"
"Genossenschaft Elektrizitäts- und Wasserwerk Dozwil","Kesswilerstrasse","8582","Dozwil","4406","Dozwil","8582","TG"
"Genossenschaft Elektrizitätsversorgung Saas-Grund","Dammstrasse","3910","Saas-Grund","6291","Saas-Grund","3910","VS"
"Genossenschaft Elektrizitätswerk Räterschen EWR","St. Gallerstrasse","8352","Elsau","219","Elsau","8352","ZH"
"Genossenschaft Energie Fischingen","Schärlibachstrasse","8374","Dussnang","3392","Kirchberg (SG)","8376 - 9613","SG"
"Genossenschaft Energie Fischingen","Schärlibachstrasse","8374","Dussnang","4726","Fischingen","8372 - 8499","TG"
"Genossenschaft Licht- und Kraftwerke Glattfelden","Dorfstrasse","8192","Glattfelden","58","Glattfelden","8192 - 8193","ZH"
"Genossenschaft Werk Bichelsee-Balterswil","Hauptstrasse","8362","Balterswil","4721","Bichelsee-Balterswil","8362 - 8363","TG"
"Genossenschaft für die Stromversorgung Kalpetran GSK","Dorf ","3922","Kalpetran","6283","Embd","3922 - 3926","VS"
"Glattwerk AG","Usterstrasse","8600","Dübendorf","191","Dübendorf","8044 - 8603","ZH"
"Groupe E SA","Route de Morat","1763","Granges-Paccot","669","Münchenwiler","1797","BE"
"Groupe E SA","Route de Morat","1763","Granges-Paccot","2008","Châtillon (FR)","1473","FR"
"Groupe E SA","Route de Morat","1763","Granges-Paccot","2011","Cugy (FR)","1482 - 1483","FR"
"Groupe E SA","Route de Morat","1763","Granges-Paccot","2016","Fétigny","1532","FR"
"Groupe E SA","Route de Morat","1763","Granges-Paccot","2022","Gletterens","1544","FR"
"Groupe E SA","Route de Morat","1763","Granges-Paccot","2025","Lully (FR)","1470","FR"
"Groupe E SA","Route de Morat","1763","Granges-Paccot","2027","Ménières","1533","FR"
"Groupe E SA","Route de Morat","1763","Granges-Paccot","2029","Montagny (FR)","1562 - 1776","FR"
"Groupe E SA","Route de Morat","1763","Granges-Paccot","2035","Nuvilly","1485","FR"
"Groupe E SA","Route de Morat","1763","Granges-Paccot","2041","Saint-Aubin (FR)","1566","FR"
