 Year ; Cultura ; Crop ; Region ; Council ; Distrito ; Nut2 ; Nut3 ;TSI;Pre;StateSupport
 2’015 ; tangera ; tangerine ; A ; Silves ; Faro ; Algarve ; Algarve ;3821.28;141.39;87.66
 2’015 ; tangerina ; tangerine ; A ; Albufeira ; Faro ; Algarve ; Algarve ;14840.00;593.60;385.84
 2’015 ; tangerina ; tangerine ; A ; Lagoa (Algarve) ; Faro ; Algarve ; Algarve ;8175.00;378.50;234.67
 2’015 ; tangerina ; tangerine ; A ; Loulé ; Faro ; Algarve ; Algarve ;48554.00;2065.36;1342.48
 2’015 ; tangerina ; tangerine ; A ; São Brás de Alportel ; Faro ; Algarve ; Algarve ;15450.00;715.33;443.50
 2’015 ; tangerina ; tangerine ; A ; Silves ; Faro ; Algarve ; Algarve ;147947.69;6175.88;3875.57
 2’015 ; tomate ; tomato ; A ; Silves ; Faro ; Algarve ; Algarve ;8300.00;42.33;26.24
 2’015 ; tomate ; tomato ; B ; Peniche ; Leiria ; Região do Centro ; Oeste ;125000.00;800.00;496.00
 2’015 ;TOMATE PARA INDÚSTRIA - CHUVA PERSISTENTE; tomato for industry ; A ; Loures ; Lisboa ; Região de Lisboa ; Área Metropolitana de Lisboa ;910762.80;41516.86;22949.05
 2’015 ;TOMATE PARA INDÚSTRIA - CHUVA PERSISTENTE; tomato for industry ; B ; Alenquer ; Lisboa ; Região do Centro ; Oeste ;307824.00;11275.05;7328.78
 2’015 ;TOMATE PARA INDÚSTRIA - CHUVA PERSISTENTE; tomato for industry ; B ; Azambuja ; Lisboa ; Alentejo ; Lezíria do Tejo ;10451216.65;378455.91;244961.56
 2’015 ;TOMATE PARA INDÚSTRIA - CHUVA PERSISTENTE; tomato for industry ; B ; Grândola ; Setúbal ; Alentejo ; Alentejo Litoral ;246319.14;4790.59;3113.88
 2’015 ;TOMATE PARA INDÚSTRIA - CHUVA PERSISTENTE; tomato for industry ; B ; Montijo ; Setúbal ; Região de Lisboa ; Área Metropolitana de Lisboa ;280706.25;10667.03;6933.57
 2’015 ;TOMATE PARA INDÚSTRIA - CHUVA PERSISTENTE; tomato for industry ; B ; Odemira ; Beja ; Alentejo ; Alentejo Litoral ;175527.00;6319.03;4107.37
 2’015 ;TOMATE PARA INDÚSTRIA - CHUVA PERSISTENTE; tomato for industry ; B ; Palmela ; Setúbal ; Região de Lisboa ; Área Metropolitana de Lisboa ;14977.50;569.15;369.95
 2’015 ;TOMATE PARA INDÚSTRIA - CHUVA PERSISTENTE; tomato for industry ; B ; Rio Maior ; Santarém ; Alentejo ; Lezíria do Tejo ;1343559.96;65694.96;34721.64
 2’015 ;TOMATE PARA INDÚSTRIA - CHUVA PERSISTENTE; tomato for industry ; B ; Santiago do Cacém ; Setúbal ; Alentejo ; Alentejo Litoral ;1278618.75;46030.53;29919.84
 2’015 ;TOMATE PARA INDÚSTRIA - CHUVA PERSISTENTE; tomato for industry ; B ; Vila Franca de Xira ; Lisboa ; Região de Lisboa ; Área Metropolitana de Lisboa ;12909697.29;482382.07;307356.63
 2’015 ;TOMATE PARA INDÚSTRIA - CHUVA PERSISTENTE; tomato for industry ; C ; Alandroal ; Évora ; Alentejo ; Alentejo Central ;494064.00;20611.06;13102.56
 2’015 ;TOMATE PARA INDÚSTRIA - CHUVA PERSISTENTE; tomato for industry ; C ; Aljustrel ; Beja ; Alentejo ; Baixo Alentejo ;271254.00;10138.94;6590.31
 2’015 ;TOMATE PARA INDÚSTRIA - CHUVA PERSISTENTE; tomato for industry ; C ; Almeirim ; Santarém ; Alentejo ; Lezíria do Tejo ;3877655.70;134704.34;87173.20
 2’015 ;TOMATE PARA INDÚSTRIA - CHUVA PERSISTENTE; tomato for industry ; C ; Alpiarça ; Santarém ; Alentejo ; Lezíria do Tejo ;2081952.61;72023.00;46827.47
 2’015 ;TOMATE PARA INDÚSTRIA - CHUVA PERSISTENTE; tomato for industry ; C ; Arraiolos ; Évora ; Alentejo ; Alentejo Central ;611521.00;25511.02;16217.54
 2’015 ;TOMATE PARA INDÚSTRIA - CHUVA PERSISTENTE; tomato for industry ; C ; Arronches ; Portalegre ; Alentejo ; Alto Alentejo ;968126.00;40387.77;25674.70
 2’015 ;TOMATE PARA INDÚSTRIA - CHUVA PERSISTENTE; tomato for industry ; C ; Beja ; Beja ; Alentejo ; Baixo Alentejo ;202533.75;7291.13;4739.23
 2’015 ;TOMATE PARA INDÚSTRIA - CHUVA PERSISTENTE; tomato for industry ; C ; Benavente ; Santarém ; Alentejo ; Lezíria do Tejo ;6983286.73;254291.46;165322.77
 2’015 ;TOMATE PARA INDÚSTRIA - CHUVA PERSISTENTE; tomato for industry ; C ; Campo Maior ; Portalegre ; Alentejo ; Alto Alentejo ;2106561.00;87880.26;55866.01
 2’015 ;TOMATE PARA INDÚSTRIA - CHUVA PERSISTENTE; tomato for industry ; C ; Cartaxo ; Santarém ; Alentejo ; Lezíria do Tejo ;6670387.52;260717.51;161732.47
 2’015 ;TOMATE PARA INDÚSTRIA - CHUVA PERSISTENTE; tomato for industry ; C ; Chamusca ; Santarém ; Alentejo ; Lezíria do Tejo ;1249742.14;45918.30;29856.67
 2’015 ;TOMATE PARA INDÚSTRIA - CHUVA PERSISTENTE; tomato for industry ; C ; Constância ; Santarém ; Região do Centro ; Médio Tejo ;236666.00;9873.05;6276.37
 2’015 ;TOMATE PARA INDÚSTRIA - CHUVA PERSISTENTE; tomato for industry ; C ; Coruche ; Santarém ; Alentejo ; Lezíria do Tejo ;1707942.17;56120.84;36497.85
 2’015 ;TOMATE PARA INDÚSTRIA - CHUVA PERSISTENTE; tomato for industry ; C ; Elvas ; Portalegre ; Alentejo ; Alto Alentejo ;3435594.44;92292.03;58999.58
 2’015 ;TOMATE PARA INDÚSTRIA - CHUVA PERSISTENTE; tomato for industry ; C ; Estremoz ; Évora ; Alentejo ; Alentejo Central ;211481.00;8822.39;5608.47
 2’015 ;TOMATE PARA INDÚSTRIA - CHUVA PERSISTENTE; tomato for industry ; C ; Évora ; Évora ; Alentejo ; Alentejo Central ;4047916.27;165179.57;105303.98
 2’015 ;TOMATE PARA INDÚSTRIA - CHUVA PERSISTENTE; tomato for industry ; C ; Ferreira do Alentejo ; Beja ; Alentejo ; Baixo Alentejo ;376314.49;13588.63;8836.44
 2’015 ;TOMATE PARA INDÚSTRIA - CHUVA PERSISTENTE; tomato for industry ; C ; Golegã ; Santarém ; Alentejo ; Lezíria do Tejo ;1004197.96;40033.96;24905.26
 2’015 ;TOMATE PARA INDÚSTRIA - CHUVA PERSISTENTE; tomato for industry ; C ; Monforte ; Portalegre ; Alentejo ; Alto Alentejo ;209364.00;8734.17;5552.33
 2’015 ;TOMATE PARA INDÚSTRIA - CHUVA PERSISTENTE; tomato for industry ; C ; Montemor-o-Novo ; Évora ; Alentejo ; Alentejo Central ;160410.75;6496.51;3983.87
 2’015 ;TOMATE PARA INDÚSTRIA - CHUVA PERSISTENTE; tomato for industry ; C ; Ourique ; Beja ; Alentejo ; Baixo Alentejo ;534019.50;19224.49;12495.92
 2’015 ;TOMATE PARA INDÚSTRIA - CHUVA PERSISTENTE; tomato for industry ; C ; Ponte de Sôr ; Portalegre ; Alentejo ; Alto Alentejo ;26532.48;935.91;608.79
 2’015 ;TOMATE PARA INDÚSTRIA - CHUVA PERSISTENTE; tomato for industry ; C ; Salvaterra de Magos ; Santarém ; Alentejo ; Lezíria do Tejo ;4700417.78;159123.42;103450.98
 2’015 ;TOMATE PARA INDÚSTRIA - CHUVA PERSISTENTE; tomato for industry ; C ; Santarém ; Santarém ; Alentejo ; Lezíria do Tejo ;1439747.31;60822.96;34355.36
 2’015 ;TOMATE PARA INDÚSTRIA - CHUVA PERSISTENTE; tomato for industry ; C ; Sousel ; Portalegre ; Alentejo ; Alto Alentejo ;513117.00;21405.88;13607.86
 2’015 ;TOMATE PARA INDÚSTRIA - CHUVA PERSISTENTE; tomato for industry ; C ; Torres Novas ; Santarém ; Região do Centro ; Médio Tejo ;103524.00;3933.91;2557.04
 2’015 ;TOMATE PARA INDÚSTRIA - CHUVA PERSISTENTE; tomato for industry ; C ; Vendas Novas ; Évora ; Alentejo ; Alentejo Central ;235777.50;8959.53;5823.69
 2’015 ;TOMATE PARA INDÚSTRIA - CHUVA PERSISTENTE; tomato for industry ; C ; Vila Viçosa ; Évora ; Alentejo ; Alentejo Central ;290102.00;12102.34;7693.50
 2’015 ; tremocilha e similares ; bitter vetch and similar crops ; B ; Odemira ; Beja ; Alentejo ; Alentejo Litoral ;9814.50;124.64;81.01
 2’015 ; tremocilha e similares ; bitter vetch and similar crops ; B ; Santiago do Cacém ; Setúbal ; Alentejo ; Alentejo Litoral ;3547.80;45.05;29.28
 2’015 ; tremocilha e similares ; bitter vetch and similar crops ; C ; Alandroal ; Évora ; Alentejo ; Alentejo Central ;900.00;14.85;9.65
 2’015 ; tremocilha e similares ; bitter vetch and similar crops ; C ; Aljustrel ; Beja ; Alentejo ; Baixo Alentejo ;186363.09;3243.72;1998.69
 2’015 ; tremocilha e similares ; bitter vetch and similar crops ; C ; Almodôvar ; Beja ; Alentejo ; Baixo Alentejo ;17675.01;291.63;189.56
 2’015 ; tremocilha e similares ; bitter vetch and similar crops ; C ; Arraiolos ; Évora ; Alentejo ; Alentejo Central ;16776.00;276.79;179.91
 2’015 ; tremocilha e similares ; bitter vetch and similar crops ; C ; Beja ; Beja ; Alentejo ; Baixo Alentejo ;204725.45;3476.15;2150.73
 2’015 ; tremocilha e similares ; bitter vetch and similar crops ; C ; Campo Maior ; Portalegre ; Alentejo ; Alto Alentejo ;203961.80;3365.37;2187.50
 2’015 ; tremocilha e similares ; bitter vetch and similar crops ; C ; Elvas ; Portalegre ; Alentejo ; Alto Alentejo ;514925.16;8496.30;5522.61
 2’015 ; tremocilha e similares ; bitter vetch and similar crops ; C ; Estremoz ; Évora ; Alentejo ; Alentejo Central ;9618.04;158.67;103.10
 2’015 ; tremocilha e similares ; bitter vetch and similar crops ; C ; Évora ; Évora ; Alentejo ; Alentejo Central ;125142.60;2064.86;1342.18
 2’015 ; tremocilha e similares ; bitter vetch and similar crops ; C ; Fronteira ; Portalegre ; Alentejo ; Alto Alentejo ;221845.00;3660.45;2379.30
 2’015 ; tremocilha e similares ; bitter vetch and similar crops ; C ; Mértola ; Beja ; Alentejo ; Baixo Alentejo ;1897.40;29.74;19.36
 2’015 ; tremocilha e similares ; bitter vetch and similar crops ; C ; Montemor-o-Novo ; Évora ; Alentejo ; Alentejo Central ;137327.40;2265.90;1472.83
 2’015 ; tremocilha e similares ; bitter vetch and similar crops ; C ; Serpa ; Beja ; Alentejo ; Baixo Alentejo ;22717.50;374.83;243.63
 2’015 ; tremocilha e similares ; bitter vetch and similar crops ; C ; Sousel ; Portalegre ; Alentejo ; Alto Alentejo ;60275.60;994.55;646.46
 2’015 ; tremocilha e similares ; bitter vetch and similar crops ; C ; Viana do Alentejo ; Évora ; Alentejo ; Alentejo Central ;4278.40;70.59;45.88
 2’015 ; tremocilha e similares ; bitter vetch and similar crops ; C ; Vidigueira ; Beja ; Alentejo ; Baixo Alentejo ;13147.20;206.10;134.17
 2’015 ; tremoço doce ; sweet lupine ; C ; Alandroal ; Évora ; Alentejo ; Alentejo Central ;600.00;9.90;6.44
 2’015 ; tremoço doce ; sweet lupine ; C ; Fronteira ; Portalegre ; Alentejo ; Alto Alentejo ;6000.00;99.00;64.35
 2’015 ; trigo duro ; durum wheat ; B ; Arruda Dos Vinhos ; Lisboa ; Região do Centro ; Oeste ;16200.60;55.08;35.80
 2’015 ; trigo duro ; durum wheat ; C ; Aljustrel ; Beja ; Alentejo ; Baixo Alentejo ;83924.10;344.08;223.66
 2’015 ; trigo duro ; durum wheat ; C ; Avis ; Portalegre ; Alentejo ; Alto Alentejo ;38506.80;157.88;102.62
 2’015 ; trigo duro ; durum wheat ; C ; Beja ; Beja ; Alentejo ; Baixo Alentejo ;426440.25;1745.69;1130.85
 2’015 ; trigo duro ; durum wheat ; C ; Campo Maior ; Portalegre ; Alentejo ; Alto Alentejo ;204003.12;836.41;542.91
 2’015 ; trigo duro ; durum wheat ; C ; Elvas ; Portalegre ; Alentejo ; Alto Alentejo ;363292.27;1489.51;968.19
 2’015 ; trigo duro ; durum wheat ; C ; Estremoz ; Évora ; Alentejo ; Alentejo Central ;10239.00;54.29;27.29
 2’015 ; trigo duro ; durum wheat ; C ; Évora ; Évora ; Alentejo ; Alentejo Central ;48354.60;198.25;128.87
 2’015 ; trigo duro ; durum wheat ; C ; Ferreira do Alentejo ; Beja ; Alentejo ; Baixo Alentejo ;3928.50;16.11;10.47
 2’015 ; trigo duro ; durum wheat ; C ; Fronteira ; Portalegre ; Alentejo ; Alto Alentejo ;185849.35;761.98;495.29
 2’015 ; trigo duro ; durum wheat ; C ; Monforte ; Portalegre ; Alentejo ; Alto Alentejo ;2841.50;15.06;7.57
 2’015 ; trigo duro ; durum wheat ; C ; Moura ; Beja ; Alentejo ; Baixo Alentejo ;6645.12;27.24;17.70
 2’015 ; trigo duro ; durum wheat ; C ; Portel ; Évora ; Alentejo ; Alentejo Central ;53018.76;217.38;141.30
 2’015 ; trigo duro ; durum wheat ; C ; Serpa ; Beja ; Alentejo ; Baixo Alentejo ;29520.00;121.02;78.66
 2’015 ; trigo mole ; soft wheat ; A ; Castro Marim ; Faro ; Algarve ; Algarve ;513.00;1.44;0.94
 2’015 ; trigo mole ; soft wheat ; B ; Alcácer do Sal ; Setúbal ; Alentejo ; Alentejo Litoral ;34800.00;118.32;76.90
 2’015 ; trigo mole ; soft wheat ; B ; Azambuja ; Lisboa ; Alentejo ; Lezíria do Tejo ;39051.35;132.77;82.31
 2’015 ; trigo mole ; soft wheat ; B ; Grândola ; Setúbal ; Alentejo ; Alentejo Litoral ;1872.00;6.36;3.94
 2’015 ; trigo mole ; soft wheat ; B ; Odemira ; Beja ; Alentejo ; Alentejo Litoral ;12560.40;42.70;27.76
 2’015 ; trigo mole ; soft wheat ; B ; Santiago do Cacém ; Setúbal ; Alentejo ; Alentejo Litoral ;95132.34;323.47;210.25
 2’015 ; trigo mole ; soft wheat ; B ; Sobral de Monte Agraço ; Lisboa ; Região do Centro ; Oeste ;1650.00;5.60;3.46
 2’015 ; trigo mole ; soft wheat ; B ; Vila Franca de Xira ; Lisboa ; Região de Lisboa ; Área Metropolitana de Lisboa ;59882.70;203.59;129.78
 2’015 ; trigo mole ; soft wheat ; C ; Alandroal ; Évora ; Alentejo ; Alentejo Central ;369203.42;1513.72;967.00
 2’015 ; trigo mole ; soft wheat ; C ; Aljustrel ; Beja ; Alentejo ; Baixo Alentejo ;1189030.33;4859.52;3145.20
 2’015 ; trigo mole ; soft wheat ; C ; Almodôvar ; Beja ; Alentejo ; Baixo Alentejo ;18237.60;74.78;48.61
 2’015 ; trigo mole ; soft wheat ; C ; Alter do Chão ; Portalegre ; Alentejo ; Alto Alentejo ;18899.46;77.49;50.37
 2’015 ; trigo mole ; soft wheat ; C ; Arraiolos ; Évora ; Alentejo ; Alentejo Central ;84281.00;345.55;214.44
 2’015 ; trigo mole ; soft wheat ; C ; Arronches ; Portalegre ; Alentejo ; Alto Alentejo ;11268.80;46.20;29.71
 2’015 ; trigo mole ; soft wheat ; C ; Beja ; Beja ; Alentejo ; Baixo Alentejo ;2785352.91;11325.59;7331.62
 2’015 ; trigo mole ; soft wheat ; C ; Campo Maior ; Portalegre ; Alentejo ; Alto Alentejo ;608045.62;2492.96;1617.68
 2’015 ; trigo mole ; soft wheat ; C ; Cartaxo ; Santarém ; Alentejo ; Lezíria do Tejo ;33440.00;137.09;89.10
 2’015 ; trigo mole ; soft wheat ; C ; Castro Verde ; Beja ; Alentejo ; Baixo Alentejo ;151205.91;654.53;396.91
 2’015 ; trigo mole ; soft wheat ; C ; Cuba ; Beja ; Alentejo ; Baixo Alentejo ;7297.83;29.88;19.15
 2’015 ; trigo mole ; soft wheat ; C ; Elvas ; Portalegre ; Alentejo ; Alto Alentejo ;575570.61;2359.84;1533.86
 2’015 ; trigo mole ; soft wheat ; C ; Estremoz ; Évora ; Alentejo ; Alentejo Central ;95707.60;392.33;252.81
 2’015 ; trigo mole ; soft wheat ; C ; Évora ; Évora ; Alentejo ; Alentejo Central ;197758.03;810.80;522.81
 2’015 ; trigo mole ; soft wheat ; C ; Ferreira do Alentejo ; Beja ; Alentejo ; Baixo Alentejo ;253798.39;1040.08;668.00
 2’015 ; trigo mole ; soft wheat ; C ; Fronteira ; Portalegre ; Alentejo ; Alto Alentejo ;84118.14;344.89;224.19
 2’015 ; trigo mole ; soft wheat ; C ; Mértola ; Beja ; Alentejo ; Baixo Alentejo ;11459.50;46.95;30.26
 2’015 ; trigo mole ; soft wheat ; C ; Monforte ; Portalegre ; Alentejo ; Alto Alentejo ;186089.80;763.01;495.95
 2’015 ; trigo mole ; soft wheat ; C ; Montemor-o-Novo ; Évora ; Alentejo ; Alentejo Central ;19600.00;80.36;52.22
 2’015 ; trigo mole ; soft wheat ; C ; Moura ; Beja ; Alentejo ; Baixo Alentejo ;191317.72;784.32;508.37
 2’015 ; trigo mole ; soft wheat ; C ; Mourão ; Évora ; Alentejo ; Alentejo Central ;19250.00;78.93;48.94
 2’015 ; trigo mole ; soft wheat ; C ; Ourique ; Beja ; Alentejo ; Baixo Alentejo ;5640.00;23.11;15.02
 2’015 ; trigo mole ; soft wheat ; C ; Portel ; Évora ; Alentejo ; Alentejo Central ;38779.97;158.97;99.66
 2’015 ; trigo mole ; soft wheat ; C ; Reguengos de Monsaraz ; Évora ; Alentejo ; Alentejo Central ;37859.10;155.22;99.05
 2’015 ; trigo mole ; soft wheat ; C ; Santarém ; Santarém ; Alentejo ; Lezíria do Tejo ;70175.84;287.64;184.29
 2’015 ; trigo mole ; soft wheat ; C ; Serpa ; Beja ; Alentejo ; Baixo Alentejo ;382465.55;1568.05;1015.99
 2’015 ; trigo mole ; soft wheat ; C ; Sousel ; Portalegre ; Alentejo ; Alto Alentejo ;11610.00;47.60;29.51
 2’015 ; trigo mole ; soft wheat ; C ; Viana do Alentejo ; Évora ; Alentejo ; Alentejo Central ;69700.00;285.77;180.83
 2’015 ; trigo mole ; soft wheat ; C ; Vidigueira ; Beja ; Alentejo ; Baixo Alentejo ;194265.00;792.29;513.38
 2’015 ; trigo mole ; soft wheat ; C ; Vila Viçosa ; Évora ; Alentejo ; Alentejo Central ;88403.75;362.46;235.60
 2’015 ; trigo mole ; soft wheat ; E ; Bragança ; Bragança ; Região do Norte ; Terras de Trás-os-Montes ;8090.28;83.29;53.14
 2’015 ; trigo mole ; soft wheat ; E ; Miranda do Douro ; Bragança ; Região do Norte ; Terras de Trás-os-Montes ;26684.11;274.75;177.93
 2’015 ; triticale ; triticale ; B ; Alcácer do Sal ; Setúbal ; Alentejo ; Alentejo Litoral ;8000.00;27.20;17.68
 2’015 ; triticale ; triticale ; B ; Odemira ; Beja ; Alentejo ; Alentejo Litoral ;9402.11;31.96;20.77
 2’015 ; triticale ; triticale ; B ; Santiago do Cacém ; Setúbal ; Alentejo ; Alentejo Litoral ;67612.97;229.86;143.94
 2’015 ; triticale ; triticale ; B ; Vila Franca de Xira ; Lisboa ; Região de Lisboa ; Área Metropolitana de Lisboa ;1209.00;4.11;2.67
 2’015 ; triticale ; triticale ; C ; Alandroal ; Évora ; Alentejo ; Alentejo Central ;203580.87;834.67;539.75
 2’015 ; triticale ; triticale ; C ; Aljustrel ; Beja ; Alentejo ; Baixo Alentejo ;449999.74;1842.87;1196.00
 2’015 ; triticale ; triticale ; C ; Almodôvar ; Beja ; Alentejo ; Baixo Alentejo ;11008.80;45.15;29.35
 2’015 ; triticale ; triticale ; C ; Alter do Chão ; Portalegre ; Alentejo ; Alto Alentejo ;23363.28;95.79;62.26
 2’015 ; triticale ; triticale ; C ; Arraiolos ; Évora ; Alentejo ; Alentejo Central ;23420.00;96.02;62.41
 2’015 ; triticale ; triticale ; C ; Arronches ; Portalegre ; Alentejo ; Alto Alentejo ;22856.02;93.70;60.17
 2’015 ; triticale ; triticale ; C ; Avis ; Portalegre ; Alentejo ; Alto Alentejo ;11002.05;45.11;29.33
 2’015 ; triticale ; triticale ; C ; Beja ; Beja ; Alentejo ; Baixo Alentejo ;615047.85;2492.36;1618.79
 2’015 ; triticale ; triticale ; C ; Borba ; Évora ; Alentejo ; Alentejo Central ;29840.00;122.34;77.06
 2’015 ; triticale ; triticale ; C ; Campo Maior ; Portalegre ; Alentejo ; Alto Alentejo ;272249.36;1116.22;725.56
 2’015 ; triticale ; triticale ; C ; Castro Verde ; Beja ; Alentejo ; Baixo Alentejo ;239887.73;1032.44;636.68
 2’015 ; triticale ; triticale ; C ; Elvas ; Portalegre ; Alentejo ; Alto Alentejo ;139059.95;570.15;368.69
 2’015 ; triticale ; triticale ; C ; Estremoz ; Évora ; Alentejo ; Alentejo Central ;47587.07;195.03;126.42
 2’015 ; triticale ; triticale ; C ; Évora ; Évora ; Alentejo ; Alentejo Central ;153961.94;631.24;404.28
 2’015 ; triticale ; triticale ; C ; Ferreira do Alentejo ; Beja ; Alentejo ; Baixo Alentejo ;23868.52;97.85;63.61
 2’015 ; triticale ; triticale ; C ; Fronteira ; Portalegre ; Alentejo ; Alto Alentejo ;46722.42;191.56;124.53
 2’015 ; triticale ; triticale ; C ; Mértola ; Beja ; Alentejo ; Baixo Alentejo ;169832.05;691.12;449.31
 2’015 ; triticale ; triticale ; C ; Monforte ; Portalegre ; Alentejo ; Alto Alentejo ;166775.69;683.77;444.46
 2’015 ; triticale ; triticale ; C ; Montemor-o-Novo ; Évora ; Alentejo ; Alentejo Central ;9180.00;37.63;24.46
 2’015 ; triticale ; triticale ; C ; Moura ; Beja ; Alentejo ; Baixo Alentejo ;148741.05;609.78;391.53
 2’015 ; triticale ; triticale ; C ; Ourique ; Beja ; Alentejo ; Baixo Alentejo ;21067.20;86.38;56.15
 2’015 ; triticale ; triticale ; C ; Reguengos de Monsaraz ; Évora ; Alentejo ; Alentejo Central ;133704.00;548.17;340.24
 2’015 ; triticale ; triticale ; C ; Santarém ; Santarém ; Alentejo ; Lezíria do Tejo ;8800.00;36.08;23.45
 2’015 ; triticale ; triticale ; C ; Serpa ; Beja ; Alentejo ; Baixo Alentejo ;77321.65;316.99;206.03
 2’015 ; triticale ; triticale ; C ; Sousel ; Portalegre ; Alentejo ; Alto Alentejo ;16861.28;69.13;44.94
 2’015 ; triticale ; triticale ; C ; Viana do Alentejo ; Évora ; Alentejo ; Alentejo Central ;12619.52;51.73;33.63
 2’015 ; triticale ; triticale ; C ; Vidigueira ; Beja ; Alentejo ; Baixo Alentejo ;32910.00;134.93;87.50
 2’015 ; triticale ; triticale ; C ; Vila Viçosa ; Évora ; Alentejo ; Alentejo Central ;17481.90;71.68;46.59
 2’015 ; triticale ; triticale ; D ; Idanha-a-Nova ; Castelo Branco ; Região do Centro ; Beira Baixa ;28445.00;213.33;132.26
 2’015 ; uva de mesa ; table grape ; B ; Alenquer ; Lisboa ; Região do Centro ; Oeste ;345075.00;4600.38;2990.22
 2’015 ; uva de mesa ; table grape ; B ; Arruda Dos Vinhos ; Lisboa ; Região do Centro ; Oeste ;251842.50;3349.53;2177.18
 2’015 ; uva de mesa ; table grape ; B ; Vila Franca de Xira ; Lisboa ; Região de Lisboa ; Área Metropolitana de Lisboa ;612300.00;8143.67;5293.35
 2’015 ; uva de mesa ; table grape ; C ; Santarém ; Santarém ; Alentejo ; Lezíria do Tejo ;634042.53;9940.75;6470.38
 2’014 ; abóbora ; pumpkin ; C ; Santarém ; Santarém ; Alentejo ; Lezíria do Tejo ;99185.00;1636.51;1014.62
 2’014 ; alperce ; apricot ; C ; Alandroal ; Évora ; Alentejo ; Alentejo Central ;15720.00;1649.02;1071.86
 2’014 ; alperce ; apricot ; C ; Borba ; Évora ; Alentejo ; Alentejo Central ;6000.00;629.40;409.11
 2’014 ; alperce ; apricot ; C ; Estremoz ; Évora ; Alentejo ; Alentejo Central ;18600.00;1951.14;1268.25
 2’014 ; ameixa ; plum ; A ; Lourinhã ; Lisboa ; Região do Centro ; Oeste ;142124.99;5045.41;3279.51
 2’014 ; ameixa ; plum ; A ; Torres Vedras ; Lisboa ; Região do Centro ; Oeste ;127392.00;4522.43;2939.59
 2’014 ; ameixa ; plum ; B ; Alcobaça ; Leiria ; Região do Centro ; Oeste ;57963.00;3131.44;1978.03
 2’014 ; ameixa ; plum ; B ; Alenquer ; Lisboa ; Região do Centro ; Oeste ;109794.00;5764.20;3746.72
 2’014 ; ameixa ; plum ; B ; Bombarral ; Leiria ; Região do Centro ; Oeste ;100648.00;5515.89;3434.59
 2’014 ; ameixa ; plum ; B ; Cadaval ; Lisboa ; Região do Centro ; Oeste ;114684.00;6020.92;3913.61
 2’014 ; ameixa ; plum ; B ; Montijo ; Setúbal ; Região de Lisboa ; Área Metropolitana de Lisboa ;113328.00;5949.72;3867.32
 2’014 ; ameixa ; plum ; B ; Palmela ; Setúbal ; Região de Lisboa ; Área Metropolitana de Lisboa ;37446.00;1965.92;1277.85
 2’014 ; ameixa ; plum ; C ; Borba ; Évora ; Alentejo ; Alentejo Central ;138227.20;14500.02;9425.01
 2’014 ; ameixa ; plum ; C ; Campo Maior ; Portalegre ; Alentejo ; Alto Alentejo ;237432.40;24906.66;16030.15
 2’014 ; ameixa ; plum ; C ; Cartaxo ; Santarém ; Alentejo ; Lezíria do Tejo ;27480.00;2882.65;1873.73
 2’014 ; ameixa ; plum ; C ; Coruche ; Santarém ; Alentejo ; Lezíria do Tejo ;98000.00;10280.20;6682.13
 2’014 ; ameixa ; plum ; C ; Elvas ; Portalegre ; Alentejo ; Alto Alentejo ;406740.00;42667.18;27733.67
 2’014 ; ameixa ; plum ; C ; Estremoz ; Évora ; Alentejo ; Alentejo Central ;112670.40;11819.12;7682.44
 2’014 ; ameixa ; plum ; C ; Mora ; Évora ; Alentejo ; Alentejo Central ;18404.00;1930.58;1254.88
 2’014 ; ameixa ; plum ; C ; Serpa ; Beja ; Alentejo ; Baixo Alentejo ;20090.00;2107.44;1306.61
 2’014 ; ameixa ; plum ; C ; Sousel ; Portalegre ; Alentejo ; Alto Alentejo ;29950.00;3141.76;2042.14
 2’014 ; ameixa ; plum ; D ; Armamar ; Viseu ; Região do Norte ; Douro ;5425.00;651.00;423.15
 2’014 ; ameixa ; plum ; D ; Lamego ; Viseu ; Região do Norte ; Douro ;1419.00;194.61;126.49
 2’014 ; ameixa ; plum ; D ; Valpaços ; Vila Real ; Região do Norte ; Alto Tâmega ;2000.00;240.00;156.00
 2’014 ; ameixa ; plum ; E ; Macedo de Cavaleiros ; Bragança ; Região do Norte ; Terras de Trás-os-Montes ;10000.00;2972.00;1931.80
 2’014 ; ameixa ; plum ; E ; Moimenta da Beira ; Viseu ; Região do Norte ; Douro ;60.00;11.61;7.55
 2’014 ; ameixa ; plum ; E ; Tarouca ; Viseu ; Região do Norte ; Douro ;10908.00;1765.38;1147.49
 2’014 ; amêndoa ; almond ; D ; Valpaços ; Vila Real ; Região do Norte ; Alto Tâmega ;3000.00;360.00;234.00
 2’014 ; arroz ; rice ; B ; Figueira da Foz ; Coimbra ; Região do Centro ; Região de Coimbra ;188474.91;640.78;411.18
 2’014 ; arroz ; rice ; B ; Montemor-o-Velho ; Coimbra ; Região do Centro ; Região de Coimbra ;38025.02;129.28;84.03
 2’014 ; arroz ; rice ; B ; Odemira ; Beja ; Alentejo ; Alentejo Litoral ;96666.00;328.65;206.50
 2’014 ; arroz ; rice ; B ; Palmela ; Setúbal ; Região de Lisboa ; Área Metropolitana de Lisboa ;42007.50;142.82;92.82
 2’014 ; arroz ; rice ; B ; Pombal ; Leiria ; Região do Centro ; Região de Leiria ;35535.04;120.81;78.53
