 Year ; Cultura ; Crop ; Region ; Council ; Distrito ; Nut2 ; Nut3 ;TSI;Pre;StateSupport
 2’014 ; arroz ; rice ; B ; Santiago do Cacém ; Setúbal ; Alentejo ; Alentejo Litoral ;52452.00;178.33;110.55
 2’014 ; arroz ; rice ; B ; Soure ; Coimbra ; Região do Centro ; Região de Coimbra ;261477.99;889.00;572.28
 2’014 ; arroz ; rice ; B ; Vila Franca de Xira ; Lisboa ; Região de Lisboa ; Área Metropolitana de Lisboa ;653635.90;2222.45;1416.69
 2’014 ; arroz ; rice ; C ; Aljustrel ; Beja ; Alentejo ; Baixo Alentejo ;47138.00;193.26;119.82
 2’014 ; arroz ; rice ; C ; Benavente ; Santarém ; Alentejo ; Lezíria do Tejo ;271951.73;1114.97;691.28
 2’014 ; arroz ; rice ; C ; Chamusca ; Santarém ; Alentejo ; Lezíria do Tejo ;202801.28;831.48;516.94
 2’014 ; arroz ; rice ; C ; Coruche ; Santarém ; Alentejo ; Lezíria do Tejo ;461874.74;1893.67;1213.43
 2’014 ; arroz ; rice ; C ; Montemor-o-Novo ; Évora ; Alentejo ; Alentejo Central ;33395.96;136.92;89.00
 2’014 ; arroz ; rice ; C ; Salvaterra de Magos ; Santarém ; Alentejo ; Lezíria do Tejo ;267159.19;1095.33;692.97
 2’014 ; aveia para grão ; oat (for grain) ; B ; Alcácer do Sal ; Setúbal ; Alentejo ; Alentejo Litoral ;10257.60;34.87;22.66
 2’014 ; aveia para grão ; oat (for grain) ; B ; Odemira ; Beja ; Alentejo ; Alentejo Litoral ;9311.75;31.65;19.81
 2’014 ; aveia para grão ; oat (for grain) ; B ; Santiago do Cacém ; Setúbal ; Alentejo ; Alentejo Litoral ;23679.09;80.46;49.84
 2’014 ; aveia para grão ; oat (for grain) ; C ; Alandroal ; Évora ; Alentejo ; Alentejo Central ;118270.54;484.87;315.19
 2’014 ; aveia para grão ; oat (for grain) ; C ; Aljustrel ; Beja ; Alentejo ; Baixo Alentejo ;632751.32;2594.09;1675.20
 2’014 ; aveia para grão ; oat (for grain) ; C ; Almodôvar ; Beja ; Alentejo ; Baixo Alentejo ;64360.04;266.69;170.59
 2’014 ; aveia para grão ; oat (for grain) ; C ; Alvito ; Beja ; Alentejo ; Baixo Alentejo ;9792.00;40.15;26.10
 2’014 ; aveia para grão ; oat (for grain) ; C ; Arraiolos ; Évora ; Alentejo ; Alentejo Central ;157161.27;644.30;408.52
 2’014 ; aveia para grão ; oat (for grain) ; C ; Arronches ; Portalegre ; Alentejo ; Alto Alentejo ;109311.20;448.14;285.91
 2’014 ; aveia para grão ; oat (for grain) ; C ; Avis ; Portalegre ; Alentejo ; Alto Alentejo ;15956.00;65.43;42.53
 2’014 ; aveia para grão ; oat (for grain) ; C ; Beja ; Beja ; Alentejo ; Baixo Alentejo ;1442819.73;5848.05;3789.76
 2’014 ; aveia para grão ; oat (for grain) ; C ; Borba ; Évora ; Alentejo ; Alentejo Central ;9880.00;40.50;26.32
 2’014 ; aveia para grão ; oat (for grain) ; C ; Campo Maior ; Portalegre ; Alentejo ; Alto Alentejo ;129431.92;530.67;337.55
 2’014 ; aveia para grão ; oat (for grain) ; C ; Castro Verde ; Beja ; Alentejo ; Baixo Alentejo ;576852.11;2454.37;1534.58
 2’014 ; aveia para grão ; oat (for grain) ; C ; Cuba ; Beja ; Alentejo ; Baixo Alentejo ;154089.79;631.78;407.49
 2’014 ; aveia para grão ; oat (for grain) ; C ; Elvas ; Portalegre ; Alentejo ; Alto Alentejo ;187059.46;766.94;493.72
 2’014 ; aveia para grão ; oat (for grain) ; C ; Estremoz ; Évora ; Alentejo ; Alentejo Central ;101676.62;416.67;267.07
 2’014 ; aveia para grão ; oat (for grain) ; C ; Évora ; Évora ; Alentejo ; Alentejo Central ;230421.64;944.73;602.53
 2’014 ; aveia para grão ; oat (for grain) ; C ; Ferreira do Alentejo ; Beja ; Alentejo ; Baixo Alentejo ;76869.18;313.92;200.50
 2’014 ; aveia para grão ; oat (for grain) ; C ; Fronteira ; Portalegre ; Alentejo ; Alto Alentejo ;23919.00;98.07;63.75
 2’014 ; aveia para grão ; oat (for grain) ; C ; Mértola ; Beja ; Alentejo ; Baixo Alentejo ;166800.64;681.12;441.25
 2’014 ; aveia para grão ; oat (for grain) ; C ; Montemor-o-Novo ; Évora ; Alentejo ; Alentejo Central ;15210.00;62.36;38.66
 2’014 ; aveia para grão ; oat (for grain) ; C ; Moura ; Beja ; Alentejo ; Baixo Alentejo ;196942.75;807.44;522.17
 2’014 ; aveia para grão ; oat (for grain) ; C ; Mourão ; Évora ; Alentejo ; Alentejo Central ;59839.17;245.32;152.09
 2’014 ; aveia para grão ; oat (for grain) ; C ; Ourique ; Beja ; Alentejo ; Baixo Alentejo ;39254.70;160.94;100.18
 2’014 ; aveia para grão ; oat (for grain) ; C ; Portel ; Évora ; Alentejo ; Alentejo Central ;39156.80;160.55;104.36
 2’014 ; aveia para grão ; oat (for grain) ; C ; Redondo ; Évora ; Alentejo ; Alentejo Central ;20236.00;82.96;51.44
 2’014 ; aveia para grão ; oat (for grain) ; C ; Reguengos de Monsaraz ; Évora ; Alentejo ; Alentejo Central ;5139.88;49.52;13.06
 2’014 ; aveia para grão ; oat (for grain) ; C ; Santarém ; Santarém ; Alentejo ; Lezíria do Tejo ;11220.00;46.00;29.90
 2’014 ; aveia para grão ; oat (for grain) ; C ; Serpa ; Beja ; Alentejo ; Baixo Alentejo ;269557.42;1105.16;700.63
 2’014 ; aveia para grão ; oat (for grain) ; C ; Sousel ; Portalegre ; Alentejo ; Alto Alentejo ;33067.20;135.57;85.88
 2’014 ; aveia para grão ; oat (for grain) ; C ; Vidigueira ; Beja ; Alentejo ; Baixo Alentejo ;173984.26;692.89;445.06
 2’014 ; aveia para grão ; oat (for grain) ; C ; Vila Viçosa ; Évora ; Alentejo ; Alentejo Central ;43688.20;179.12;116.42
 2’014 ; aveia para grão ; oat (for grain) ; D ; Idanha-a-Nova ; Castelo Branco ; Região do Centro ; Beira Baixa ;4900.00;36.75;22.80
 2’014 ; aveia para grão ; oat (for grain) ; E ; Bragança ; Bragança ; Região do Norte ; Terras de Trás-os-Montes ;360.81;3.70;2.40
 2’014 ; aveia para grão ; oat (for grain) ; E ; Miranda do Douro ; Bragança ; Região do Norte ; Terras de Trás-os-Montes ;3483.47;35.86;23.30
 2’014 ; beringela ; eggplant ; C ; Cartaxo ; Santarém ; Alentejo ; Lezíria do Tejo ;19425.00;320.51;198.71
 2’014 ; beringela ; eggplant ; C ; Santarém ; Santarém ; Alentejo ; Lezíria do Tejo ;17595.00;290.31;179.99
 2’014 ; cártamo ; safflower ; C ; Beja ; Beja ; Alentejo ; Baixo Alentejo ;1389.19;10.04;6.50
 2’014 ; cebola ; onion ; C ; Beja ; Beja ; Alentejo ; Baixo Alentejo ;50400.00;831.60;515.59
 2’014 ; centeio ; rye ; B ; Santiago do Cacém ; Setúbal ; Alentejo ; Alentejo Litoral ;8243.20;28.02;17.37
 2’014 ; centeio ; rye ; C ; Castelo de Vide ; Portalegre ; Alentejo ; Alto Alentejo ;16164.00;66.25;41.67
 2’014 ; centeio ; rye ; C ; Moura ; Beja ; Alentejo ; Baixo Alentejo ;2232.00;9.15;5.94
 2’014 ; centeio ; rye ; D ; Idanha-a-Nova ; Castelo Branco ; Região do Centro ; Beira Baixa ;3750.00;28.13;17.44
 2’014 ; centeio ; rye ; D ; Mirandela ; Bragança ; Região do Norte ; Terras de Trás-os-Montes ;696.00;5.22;3.23
 2’014 ; centeio ; rye ; E ; Bragança ; Bragança ; Região do Norte ; Terras de Trás-os-Montes ;25376.18;261.28;169.26
 2’014 ; centeio ; rye ; E ; Miranda do Douro ; Bragança ; Região do Norte ; Terras de Trás-os-Montes ;1296.00;13.33;8.67
 2’014 ; cereja ; cherry ; D ; Armamar ; Viseu ; Região do Norte ; Douro ;85343.00;11260.63;7319.41
 2’014 ; cereja ; cherry ; D ; Covilhã ; Castelo Branco ; Região do Centro ; Beiras e Serra da Estrela ;22982.10;5518.01;3586.72
 2’014 ; cereja ; cherry ; D ; Fundão ; Castelo Branco ; Região do Centro ; Beiras e Serra da Estrela ;6262.00;1503.51;977.27
 2’014 ; cereja ; cherry ; D ; Lamego ; Viseu ; Região do Norte ; Douro ;15589.00;1870.68;1215.94
 2’014 ; cereja ; cherry ; D ; Valpaços ; Vila Real ; Região do Norte ; Alto Tâmega ;99236.00;18422.07;11974.35
 2’014 ; cereja ; cherry ; E ; Alijó ; Vila Real ; Região do Norte ; Douro ;7000.00;1040.20;676.13
 2’014 ; cereja ; cherry ; E ; Carrazeda de Ansiães ; Bragança ; Região do Norte ; Douro ;11425.00;3395.51;2207.08
 2’014 ; cereja ; cherry ; E ; Guarda ; Guarda ; Região do Centro ; Beiras e Serra da Estrela ;26048.50;7741.61;5032.04
 2’014 ; cereja ; cherry ; E ; Macedo de Cavaleiros ; Bragança ; Região do Norte ; Terras de Trás-os-Montes ;51338.00;15257.65;9917.48
 2’014 ; cereja ; cherry ; E ; Moimenta da Beira ; Viseu ; Região do Norte ; Douro ;5000.00;965.68;627.69
 2’014 ; cereja ; cherry ; E ; Pinhel ; Guarda ; Região do Centro ; Beiras e Serra da Estrela ;29785.50;8852.24;5753.96
 2’014 ; cereja ; cherry ; E ; Tarouca ; Viseu ; Região do Norte ; Douro ;7725.00;2181.06;1417.52
 2’014 ; cevada ; barley ; B ; Arruda Dos Vinhos ; Lisboa ; Região do Centro ; Oeste ;6345.00;21.57;14.02
 2’014 ; cevada ; barley ; B ; Santiago do Cacém ; Setúbal ; Alentejo ; Alentejo Litoral ;6249.49;21.23;13.15
 2’014 ; cevada ; barley ; C ; Alandroal ; Évora ; Alentejo ; Alentejo Central ;4399.93;18.03;11.18
 2’014 ; cevada ; barley ; C ; Aljustrel ; Beja ; Alentejo ; Baixo Alentejo ;514407.65;2097.48;1356.92
 2’014 ; cevada ; barley ; C ; Almodôvar ; Beja ; Alentejo ; Baixo Alentejo ;8040.00;32.96;21.24
 2’014 ; cevada ; barley ; C ; Arraiolos ; Évora ; Alentejo ; Alentejo Central ;4755.00;19.49;12.07
 2’014 ; cevada ; barley ; C ; Avis ; Portalegre ; Alentejo ; Alto Alentejo ;43600.00;178.77;116.20
 2’014 ; cevada ; barley ; C ; Beja ; Beja ; Alentejo ; Baixo Alentejo ;2987350.62;12112.12;7847.56
 2’014 ; cevada ; barley ; C ; Borba ; Évora ; Alentejo ; Alentejo Central ;9030.00;37.02;24.06
 2’014 ; cevada ; barley ; C ; Campo Maior ; Portalegre ; Alentejo ; Alto Alentejo ;138295.52;566.97;368.53
 2’014 ; cevada ; barley ; C ; Castro Verde ; Beja ; Alentejo ; Baixo Alentejo ;75819.74;310.84;202.03
 2’014 ; cevada ; barley ; C ; Elvas ; Portalegre ; Alentejo ; Alto Alentejo ;172359.55;706.70;458.28
 2’014 ; cevada ; barley ; C ; Estremoz ; Évora ; Alentejo ; Alentejo Central ;22875.99;93.78;60.94
 2’014 ; cevada ; barley ; C ; Évora ; Évora ; Alentejo ; Alentejo Central ;20195.36;82.80;53.32
 2’014 ; cevada ; barley ; C ; Ferreira do Alentejo ; Beja ; Alentejo ; Baixo Alentejo ;428993.39;1749.47;1135.49
 2’014 ; cevada ; barley ; C ; Mértola ; Beja ; Alentejo ; Baixo Alentejo ;106758.99;437.50;284.37
 2’014 ; cevada ; barley ; C ; Monforte ; Portalegre ; Alentejo ; Alto Alentejo ;11536.80;47.30;30.75
 2’014 ; cevada ; barley ; C ; Montemor-o-Novo ; Évora ; Alentejo ; Alentejo Central ;25800.00;105.78;65.57
 2’014 ; cevada ; barley ; C ; Moura ; Beja ; Alentejo ; Baixo Alentejo ;34795.38;142.63;91.71
 2’014 ; cevada ; barley ; C ; Redondo ; Évora ; Alentejo ; Alentejo Central ;49500.00;202.95;131.92
 2’014 ; cevada ; barley ; C ; Serpa ; Beja ; Alentejo ; Baixo Alentejo ;173839.85;712.68;454.02
 2’014 ; cevada ; barley ; C ; Sousel ; Portalegre ; Alentejo ; Alto Alentejo ;6150.00;25.22;16.39
 2’014 ; cevada ; barley ; C ; Viana do Alentejo ; Évora ; Alentejo ; Alentejo Central ;7282.00;29.85;19.40
 2’014 ; cevada ; barley ; C ; Vidigueira ; Beja ; Alentejo ; Baixo Alentejo ;182513.76;748.25;484.37
 2’014 ; cevada ; barley ; E ; Bragança ; Bragança ; Região do Norte ; Terras de Trás-os-Montes ;162.00;1.66;1.03
 2’014 ; clementina ; clementine ; A ; Silves ; Faro ; Algarve ; Algarve ;3758.40;186.57;107.88
 2’014 ; courgette ; zucchini ; C ; Almeirim ; Santarém ; Alentejo ; Lezíria do Tejo ;15680.00;258.72;160.40
 2’014 ; courgette ; zucchini ; C ; Cartaxo ; Santarém ; Alentejo ; Lezíria do Tejo ;57195.00;943.71;613.41
 2’014 ; couve brócolos ; broccoli ; C ; Elvas ; Portalegre ; Alentejo ; Alto Alentejo ;227110.80;3747.33;2435.76
 2’014 ; couves ; cabbage ; C ; Beja ; Beja ; Alentejo ; Baixo Alentejo ;11042.80;83.93;54.55
 2’014 ; damasco ; apricot ; B ; Alcobaça ; Leiria ; Região do Centro ; Oeste ;3450.00;181.13;117.73
 2’014 ; damasco ; apricot ; B ; Bombarral ; Leiria ; Região do Centro ; Oeste ;12886.80;939.45;439.77
 2’014 ; damasco ; apricot ; B ; Cadaval ; Lisboa ; Região do Centro ; Oeste ;2748.00;144.27;93.78
 2’014 ; damasco ; apricot ; B ; Vila Franca de Xira ; Lisboa ; Região de Lisboa ; Área Metropolitana de Lisboa ;16412.00;818.54;532.32
 2’014 ; damasco ; apricot ; C ; Elvas ; Portalegre ; Alentejo ; Alto Alentejo ;17760.00;1863.03;1210.97
 2’014 ; damasco ; apricot ; C ; Santarém ; Santarém ; Alentejo ; Lezíria do Tejo ;17556.00;1749.60;1137.73
 2’014 ; damasco ; apricot ; C ; Serpa ; Beja ; Alentejo ; Baixo Alentejo ;91597.98;9608.67;6139.58
 2’014 ; dióspiro ; persimmon ; A ; Tavira ; Faro ; Algarve ; Algarve ;481659.35;17098.90;10952.76
 2’014 ; ervilha seca ; dried pea ; C ; Alandroal ; Évora ; Alentejo ; Alentejo Central ;51027.76;841.99;547.29
 2’014 ; ervilha seca ; dried pea ; C ; Beja ; Beja ; Alentejo ; Baixo Alentejo ;46435.50;765.04;482.38
 2’014 ; fava seca ; dried broad bean ; C ; Aljustrel ; Beja ; Alentejo ; Baixo Alentejo ;3600.00;59.40;38.61
 2’014 ; fava seca ; dried broad bean ; C ; Sousel ; Portalegre ; Alentejo ; Alto Alentejo ;8817.24;145.49;94.56
 2’014 ; figo ; fig ; B ; Vila Franca de Xira ; Lisboa ; Região de Lisboa ; Área Metropolitana de Lisboa ;49789.98;662.21;430.43
 2’014 ; flores e plantas ornamentais - forçagem ; ornamental flowers and plants - forcing ; B ; Póvoa de Varzim ; Porto ; Região do Norte ; Área Metropolitana do Porto ;65716.15;420.58;260.76
 2’014 ; girassol ; sunflower ; B ; Santiago do Cacém ; Setúbal ; Alentejo ; Alentejo Litoral ;6500.00;41.60;25.79
 2’014 ; girassol ; sunflower ; C ; Aljustrel ; Beja ; Alentejo ; Baixo Alentejo ;15527.42;118.01;76.72
 2’014 ; girassol ; sunflower ; C ; Beja ; Beja ; Alentejo ; Baixo Alentejo ;350544.06;2664.14;1720.80
 2’014 ; girassol ; sunflower ; C ; Elvas ; Portalegre ; Alentejo ; Alto Alentejo ;23598.00;179.34;116.57
 2’014 ; girassol ; sunflower ; C ; Ferreira do Alentejo ; Beja ; Alentejo ; Baixo Alentejo ;1048.12;7.96;5.18
 2’014 ; girassol ; sunflower ; C ; Serpa ; Beja ; Alentejo ; Baixo Alentejo ;3150.00;23.94;15.56
 2’014 ; girassol ; sunflower ; C ; Sousel ; Portalegre ; Alentejo ; Alto Alentejo ;26554.22;201.81;131.17
 2’014 ; grão de bico ; chickpea ; C ; Alandroal ; Évora ; Alentejo ; Alentejo Central ;7040.00;116.16;72.01
 2’014 ; grão de bico ; chickpea ; C ; Beja ; Beja ; Alentejo ; Baixo Alentejo ;136284.00;2248.70;1394.19
 2’014 ; kiwi ; kiwi ; D ; Fafe ; Braga ; Região do Norte ; Ave ;16250.00;3706.49;2409.31
 2’014 ; kiwi ; kiwi ; D ; Felgueiras ; Porto ; Região do Norte ; Tâmega e Sousa ;52500.00;11974.84;7783.92
 2’014 ; kiwi ; kiwi ; D ; Guimarães ; Braga ; Região do Norte ; Ave ;7500.00;1710.70;1111.99
 2’014 ; kiwi ; kiwi ; D ; Paredes ; Porto ; Região do Norte ; Área Metropolitana do Porto ;2500.00;570.26;370.67
 2’014 ; kiwi ; kiwi ; D ; Vila Verde ; Braga ; Região do Norte ; Cávado ;159500.03;36380.74;23648.28
 2’014 ; laranja ; orange ; A ; Albufeira ; Faro ; Algarve ; Algarve ;36640.00;1696.43;1102.68
 2’014 ; laranja ; orange ; A ; Lagoa (Algarve) ; Faro ; Algarve ; Algarve ;14027.00;649.46;422.15
 2’014 ; laranja ; orange ; A ; Loulé ; Faro ; Algarve ; Algarve ;313182.00;14500.33;9254.74
 2’014 ; laranja ; orange ; A ; Portimão ; Faro ; Algarve ; Algarve ;12000.00;611.16;344.47
 2’014 ; laranja ; orange ; A ; Silves ; Faro ; Algarve ; Algarve ;655017.37;30649.08;18880.73
 2’014 ; limão ; lemon ; A ; Silves ; Faro ; Algarve ; Algarve ;2880.00;133.35;82.68
 2’014 ; maçã ; apple ; A ; Lourinhã ; Lisboa ; Região do Centro ; Oeste ;245135.75;10669.20;5631.21
 2’014 ; maçã ; apple ; A ; Torres Vedras ; Lisboa ; Região do Centro ; Oeste ;115309.25;4093.49;2660.77
 2’014 ; maçã ; apple ; B ; Alcobaça ; Leiria ; Região do Centro ; Oeste ;2680992.99;151514.67;91489.14
 2’014 ; maçã ; apple ; B ; Alenquer ; Lisboa ; Região do Centro ; Oeste ;33703.50;1769.43;1150.13
 2’014 ; maçã ; apple ; B ; Bombarral ; Leiria ; Região do Centro ; Oeste ;154792.71;9058.83;5256.93
 2’014 ; maçã ; apple ; B ; Cadaval ; Lisboa ; Região do Centro ; Oeste ;415273.50;21818.87;14171.27
 2’014 ; maçã ; apple ; B ; Caldas da Rainha ; Leiria ; Região do Centro ; Oeste ;1136405.91;65819.16;38728.71
 2’014 ; maçã ; apple ; B ; Leiria ; Leiria ; Região do Centro ; Região de Leiria ;30034.00;2300.93;1020.97
 2’014 ; maçã ; apple ; B ; Nazaré ; Leiria ; Região do Centro ; Oeste ;255685.50;13423.48;8725.26
 2’014 ; maçã ; apple ; B ; Óbidos ; Leiria ; Região do Centro ; Oeste ;72481.50;4535.09;2429.88
 2’014 ; maçã ; apple ; B ; Porto de Mós ; Leiria ; Região do Centro ; Região de Leiria ;3687.50;193.59;125.83
 2’014 ; maçã ; apple ; B ; Rio Maior ; Santarém ; Alentejo ; Lezíria do Tejo ;26910.00;1596.70;918.30
 2’014 ; maçã ; apple ; C ; Batalha ; Leiria ; Região do Centro ; Região de Leiria ;111392.50;4890.13;3178.59
 2’014 ; maçã ; apple ; C ; Elvas ; Portalegre ; Alentejo ; Alto Alentejo ;91050.00;9551.18;6208.27
 2’014 ; maçã ; apple ; D ; Armamar ; Viseu ; Região do Norte ; Douro ;7210562.77;887509.39;576882.43
 2’014 ; maçã ; apple ; D ; Belmonte ; Castelo Branco ; Região do Centro ; Beiras e Serra da Estrela ;111510.50;26773.69;17402.91
 2’014 ; maçã ; apple ; D ; Carregal do Sal ; Viseu ; Região do Centro ; Viseu Dão Lafões ;46707.00;12050.40;7289.29
 2’014 ; maçã ; apple ; D ; Covilhã ; Castelo Branco ; Região do Centro ; Beiras e Serra da Estrela ;472286.74;118261.42;73095.09
 2’014 ; maçã ; apple ; D ; Gouveia ; Guarda ; Região do Centro ; Beiras e Serra da Estrela ;418787.16;88482.22;55169.37
 2’014 ; maçã ; apple ; D ; Lamego ; Viseu ; Região do Norte ; Douro ;842725.86;139233.81;90501.96
 2’014 ; maçã ; apple ; D ; Mangualde ; Viseu ; Região do Centro ; Viseu Dão Lafões ;157177.88;40992.58;24529.87
 2’014 ; maçã ; apple ; D ; Mêda ; Guarda ; Região do Centro ; Beiras e Serra da Estrela ;87996.50;21127.98;13733.17
 2’014 ; maçã ; apple ; D ; Nelas ; Viseu ; Região do Centro ; Viseu Dão Lafões ;30721.44;7926.09;4794.49
 2’014 ; maçã ; apple ; D ; Oliveira do Hospital ; Coimbra ; Região do Centro ; Região de Coimbra ;116053.50;24974.09;15450.03
 2’014 ; maçã ; apple ; D ; Sabugal ; Guarda ; Região do Centro ; Beiras e Serra da Estrela ;106804.20;25643.69;16668.40
 2’014 ; maçã ; apple ; D ; Santa Comba Dão ; Viseu ; Região do Centro ; Viseu Dão Lafões ;30859.50;7961.75;4816.06
 2’014 ; maçã ; apple ; D ; São João da Pesqueira ; Viseu ; Região do Norte ; Douro ;317488.45;49966.38;32478.15
 2’014 ; maçã ; apple ; D ; São Pedro do Sul ; Viseu ; Região do Centro ; Viseu Dão Lafões ;106162.49;27136.79;16349.01
 2’014 ; maçã ; apple ; D ; Seia ; Guarda ; Região do Centro ; Beiras e Serra da Estrela ;417961.63;108053.82;64579.49
 2’014 ; maçã ; apple ; D ; Tabuaço ; Viseu ; Região do Norte ; Douro ;190342.50;27165.70;17657.70
 2’014 ; maçã ; apple ; D ; Tondela ; Viseu ; Região do Centro ; Viseu Dão Lafões ;10930.00;2828.86;1705.79
 2’014 ; maçã ; apple ; D ; Valpaços ; Vila Real ; Região do Norte ; Alto Tâmega ;156957.50;37685.52;24495.61
 2’014 ; maçã ; apple ; D ; Vila Flôr ; Bragança ; Região do Norte ; Terras de Trás-os-Montes ;51247.50;12304.52;7997.94
 2’014 ; maçã ; apple ; D ; Viseu ; Viseu ; Região do Centro ; Viseu Dão Lafões ;313612.03;82042.76;48943.72
 2’014 ; maçã ; apple ; D ; Vouzela ; Viseu ; Região do Centro ; Viseu Dão Lafões ;95930.16;24749.95;14971.24
 2’014 ; maçã ; apple ; E ; Aguiar da Beira ; Guarda ; Região do Centro ; Viseu Dão Lafões ;1043713.68;310191.59;200994.09
 2’014 ; maçã ; apple ; E ; Alijó ; Vila Real ; Região do Norte ; Douro ;12862.50;3822.74;2484.80
 2’014 ; maçã ; apple ; E ; Carrazeda de Ansiães ; Bragança ; Região do Norte ; Douro ;2045857.95;572880.61;372372.46
 2’014 ; maçã ; apple ; E ; Celorico da Beira ; Guarda ; Região do Centro ; Beiras e Serra da Estrela ;207386.75;63819.76;38752.33
 2’014 ; maçã ; apple ; E ; Chaves ; Vila Real ; Região do Norte ; Alto Tâmega ;83099.61;24697.21;16053.18
 2’014 ; maçã ; apple ; E ; Fornos de Algodres ; Guarda ; Região do Centro ; Beiras e Serra da Estrela ;117250.07;34846.72;22650.35
 2’014 ; maçã ; apple ; E ; Guarda ; Guarda ; Região do Centro ; Beiras e Serra da Estrela ;321607.78;95581.84;62128.20
 2’014 ; maçã ; apple ; E ; Moimenta da Beira ; Viseu ; Região do Norte ; Douro ;3805769.01;734163.08;473547.28
 2’014 ; maçã ; apple ; E ; Penalva do Castelo ; Viseu ; Região do Centro ; Viseu Dão Lafões ;444696.48;129825.44;84386.55
 2’014 ; maçã ; apple ; E ; Penedono ; Viseu ; Região do Norte ; Douro ;155861.00;30102.22;19566.44
 2’014 ; maçã ; apple ; E ; Pinhel ; Guarda ; Região do Centro ; Beiras e Serra da Estrela ;572984.54;153919.73;99111.88
 2’014 ; maçã ; apple ; E ; Sabrosa ; Vila Real ; Região do Norte ; Douro ;113828.12;33829.73;21989.33
 2’014 ; maçã ; apple ; E ; Sátão ; Viseu ; Região do Centro ; Viseu Dão Lafões ;55347.60;16449.30;10692.04
 2’014 ; maçã ; apple ; E ; Sernancelhe ; Viseu ; Região do Norte ; Douro ;932711.90;186774.16;120940.52
 2’014 ; maçã ; apple ; E ; Tarouca ; Viseu ; Região do Norte ; Douro ;1316987.85;237817.47;154581.33
 2’014 ; maçã ; apple ; E ; Trancoso ; Guarda ; Região do Centro ; Beiras e Serra da Estrela ;690770.65;189943.75;123408.29
 2’014 ; melancia ; watermelon ; C ; Cartaxo ; Santarém ; Alentejo ; Lezíria do Tejo ;4320.00;71.28;44.19
 2’014 ; melancia ; watermelon ; C ; Mora ; Évora ; Alentejo ; Alentejo Central ;9100.00;150.15;93.09
